"samples","total_number_of_reads","file_size","GC_content","total_number_of_bases","complete_sequence_size","average_read_size","read_size_mode","read_size_median","lowest_read_size","highest_read_size","seq_meth"
"mgm4624505",673427951,5036801,"0.5070551346592351",513357884,513357884,10192141480276868,101,101,50,194,"illumina"
"mgm4624506",678236210,5046877,"0.5042665564569985",517839626,517839626,1026059533450092,101,101,50,194,"illumina"
"mgm4624507",789888712,5935998,"0.5070900396093163",601044456,601044456,10125415406137266,101,1010,50,194,"illumina"
"mgm4624508",710729120,5299250,"0.49853470415537954",542262167,542262167,10232809680615182,101,1010,50,194,"illumina"
"mgm4624509",779514950,5796337,"0.4893871444108348",595140954,595140954,10267535410725772,101,101,50,194,"illumina"
"mgm4624510",551130114,3982028,"0.5204440130056568",424814223,424814223,10668288193854992,101,1010,50,194,"illumina"
"mgm4624511",617745696,4623562,"0.48251799038732696",470716936,470716936,10180828893394312,101,1010,50,194,"illumina"
"mgm4624512",809541599,5999401,"0.4874942447657665",618669433,618669433,10312186716640544,101,101,50,194,"illumina"
"mgm4624513",609265270,4573567,"0.5155883025686597",464020471,464020471,10145701834038944,101,101,50,194,"illumina"
"mgm4624514",766344784,5577992,"0.5317917416685816",588958296,588958296,10558607757056662,101,1010,50,194,"illumina"
"mgm4624515",738371505,5403716,"0.5243329929038939",566561851,566561851,10484671122612662,101,1010,50,194,"illumina"
"mgm4624516",552005518,4051529,"0.5118328914124881",423465730,423465730,10451997998780212,101,101,50,194,"illumina"
"mgm4624517",711178120,5263813,"0.5002642562891282",543799735,543799735,10330909076747216,101,101,50,194,"illumina"
"mgm4624518",684859711,5059168,"0.5079087696448574",524075259,524075259,10358921842484772,101,1010,50,194,"illumina"
"mgm4624578",1392662078,8723369,"0.4924275929434579",1114623717,1114623717,12777445468602784,151,151,50,151,"illumina"
"mgm4624579",1306422880,8146365,"0.46734377557408663",1046848238,1046848238,12850495134946692,151,151,50,151,"illumina"
"mgm4624580",1551061269,9423077,"0.4677075366268916",1250631859,1250631859,1327201145655501,151,151,50,151,"illumina"
"mgm4624581",1386683408,8642158,"0.47526036527549853",1111242943,1111242943,12858396513926266,151,1510,50,151,"illumina"
"mgm4624582",1418646461,8689943,"0.49731789634182266",1141677724,1141677724,1313791959279825,151,151,50,151,"illumina"
"mgm4624583",1556236593,9712292,"0.4594556215664578",1246552505,1246552505,12834792292076888,151,1510,50,151,"illumina"
"mgm4624584",1337733180,8176137,"0.5004939981647084",1077205419,1077205419,13174992285476624,151,151,50,151,"illumina"
"mgm4624585",1297039480,8124416,"0.49516068302588323",1038167685,1038167685,12778366900463984,151,1510,50,151,"illumina"
"mgm4624586",1216322104,7912497,"0.47247336068859963",964230911,964230911,1218617727122045,151,138,50,151,"illumina"
"mgm4624587",1235497107,7695515,"0.49855677546389254",990349363,990349363,1286917591610178,151,151,50,151,"illumina"
"mgm4624588",1704279893,10409896,"0.46225656906316676",1371846947,1371846947,131782963729897,151,1510,50,151,"illumina"
"mgm4624589",1526719731,9381462,"0.4953302111602699",1227622318,1227622318,13085618403613424,151,1510,50,151,"illumina"
"mgm4624590",1375879309,8534478,"0.46959709173334013",1103885020,1103885020,12934417547271198,151,1510,50,151,"illumina"
"mgm4624591",1435984053,8883956,"0.4656708626257721",1152806596,1152806596,1297627538902714,151,1510,50,151,"illumina"
"mgm4624592",1636359329,10079589,"0.45243155091209286",1314825482,1314825482,13044435462596738,151,151,50,151,"illumina"
"mgm4624593",1462567001,9126132,"0.4953362086851958",1171639795,1171639795,12838295512271792,151,1510,50,151,"illumina"
"mgm4624594",1411427926,8788526,"0.5033131101543349",1131303013,1131303013,12872500041531424,151,1510,50,151,"illumina"
"mgm4624595",1281445872,8022008,"0.47849757064104925",1025850667,1025850667,12787953676934752,151,1510,50,151,"illumina"
"mgm4624596",1413654852,8630798,"0.4706294362571509",1138578469,1138578469,1319204167447784,151,1510,50,151,"illumina"
"mgm4624597",1459654822,9019242,"0.4692814950155681",1172148222,1172148222,12996083506795804,151,1510,50,151,"illumina"
"mgm4624598",1310845275,8188791,"0.49692740717139205",1049912787,1049912787,12821340622809888,151,151,50,151,"illumina"
"mgm4624599",1386092079,8604402,"0.49887646019010035",1111860024,1111860024,12921990674075896,151,1510,50,151,"illumina"
"mgm4624600",1296306737,8240367,"0.5011666031997902",1033722949,1033722949,12544622697023080,151,146,50,151,"illumina"
"mgm4624601",1364704063,8589461,"0.49390806526716413",1090950296,1090950296,127010332313052,151,151,50,151,"illumina"
"mgm4624602",1476244306,9406283,"0.44913495904798595",1176352400,1176352400,12506028151608876,151,147,50,151,"illumina"
"mgm4624603",1357165016,8488868,"0.46694156501632106",1086630508,1086630508,12800652666527504,151,1510,50,151,"illumina"
"mgm4624604",1298868474,8070487,"0.4686403466555229",1041722102,1041722102,1290779728658258,151,151,50,151,"illumina"
"mgm4624605",1372372401,8483878,"0.4802024305557468",1101997271,1101997271,12989310678442098,151,1510,50,151,"illumina"
"mgm4624606",1493926297,9181617,"0.47980712454491065",1201222830,1201222830,13082911539437988,151,151,50,151,"illumina"
"mgm4624607",1401135910,8606147,"0.4849866877818124",1126848643,1126848643,13093532367039512,151,151,50,151,"illumina"
"mgm4624608",1281778099,8045671,"0.4822028208219058",1025426098,1025426098,12745066234997678,151,151,50,151,"illumina"
"mgm4624609",1413658453,8752315,"0.47843534984111935",1134692602,1134692602,12964485419000572,151,151,50,151,"illumina"
"mgm4624610",1433915893,8863545,"0.48472959685086037",1151392064,1151392064,12990198210761044,151,151,50,151,"illumina"
"mgm4624611",1459287480,9032672,"0.4784197109069519",1171349855,1171349855,12967921950448328,151,1510,50,151,"illumina"
"mgm4624612",1277482550,8055756,"0.47454888928646505",1020807944,1020807944,1267178330624711,151,1510,50,151,"illumina"
"mgm4624613",1338888266,8398063,"0.5112241655009642",1071259596,1071259596,12756031908786586,151,151,50,151,"illumina"
"mgm4624614",1514128500,9309395,"0.48675173329703775",1217337510,1217337510,1307644062798925,151,151,50,151,"illumina"
"mgm4624615",1373437505,8552347,"0.4768882529375111",1100870325,1100870325,1287214287493246,151,151,50,151,"illumina"
"mgm4624616",1431740650,8867231,"0.5134522072441685",1149098562,1149098562,12958933425778576,151,151,50,151,"illumina"
"mgm4624617",1367442644,8522924,"0.47706809383266485",1095818521,1095818521,12857307198797034,151,1510,50,151,"illumina"
"mgm4624618",1058019831,6504622,"0.49093561596616603",850980604,850980604,13082706481637212,151,1510,50,151,"illumina"
"mgm4624619",1085261165,6833785,"0.45969972022655503",867689212,867689212,12697051663170556,151,151,50,151,"illumina"
"mgm4624620",1302571546,8147656,"0.5004893896684255",1042955201,1042955201,12800677900490644,151,1510,50,151,"illumina"
"mgm4624621",1566898267,9805264,"0.46119950088398576",1254239059,1254239059,12791486889083252,151,1510,50,151,"illumina"
"mgm4624622",1712582348,10487061,"0.46362607971034986",1377601757,1377601757,1313620429022011,151,151,50,151,"illumina"
"mgm4624623",1432715985,8757206,"0.5027693008741483",1153594046,1153594046,1317308335558168,151,1510,50,151,"illumina"
"mgm4624624",958099189,6016751,"0.4885777924299098",766671893,766671893,12742290531883404,151,151,50,151,"illumina"
"mgm4624625",1187261180,7336733,"0.462471691607201",953594847,953594847,12997540553813258,151,151,50,151,"illumina"
"mgm4624626",1419721888,8669172,"0.49128198535187223",1143416294,1143416294,1318945216452044,151,1510,50,151,"illumina"
"mgm4624627",1291689837,8034712,"0.4790141783834849",1035688590,1035688590,12890176897441998,151,1510,50,151,"illumina"
"mgm4624628",1495176676,9200123,"0.4816119790281295",1201881542,1201881542,13063755147621396,151,151,50,151,"illumina"
"mgm4624629",1141022279,7137692,"0.4588968849214664",913725503,913725503,12801414000492036,151,1510,50,151,"illumina"
"mgm4624630",1367591108,8625604,"0.4588015991090337",1092681464,1092681464,12667883478072956,151,1510,50,151,"illumina"
"mgm4624631",1316961457,8490610,"0.47806203676918263",1046370771,1046370771,12323858603798784,151,1420,50,151,"illumina"
"mgm4624632",1471570958,9146599,"0.46153231317832294",1179989434,1179989434,12900854558071256,151,151,50,151,"illumina"
"mgm4624633",1261865258,7756611,"0.4616246369430732",1014763038,1014763038,13082556776406602,151,151,50,151,"illumina"
"mgm4624634",1361821531,8443923,"0.48074199299998555",1092725457,1092725457,12940968990361472,151,151,50,151,"illumina"
"mgm4624635",1308051826,8129764,"0.48967335890729435",1049007359,1049007359,12903294105462348,151,1510,50,151,"illumina"
"mgm4624636",1244192301,7863774,"0.47085948219215956",993660157,993660157,12635919559743198,151,1500,50,151,"illumina"
"mgm4624637",1584517323,9700958,"0.46706812916830726",1275195561,1275195561,13145047746830778,151,1510,50,151,"illumina"
"mgm4624638",1545661526,9476457,"0.48844265805036",1243524295,1243524295,13122249116943178,151,151,50,151,"illumina"
"mgm4624639",1325773986,8175828,"0.5065291072869538",1065256427,1065256427,13029339988561404,151,1510,50,151,"illumina"
"mgm4624640",1451627464,8978137,"0.4769897507116714",1165437113,1165437113,12980834587398256,151,151,50,151,"illumina"
"mgm4624641",1379175570,8529562,"0.4814084644967113",1107339009,1107339009,12982366609211588,151,1510,50,151,"illumina"
"mgm4624642",1323553458,8334369,"0.47322512683168816",1057963723,1057963723,12693987067287276,151,151,50,151,"illumina"
"mgm4624643",1198880133,7524191,"0.5045207593226814",959214966,959214966,12748413297854880,151,151,50,151,"illumina"
"mgm4624644",1383989474,8707816,"0.4854145247465525",1106448828,1106448828,12706387319162462,151,1510,50,151,"illumina"
"mgm4624645",1295243945,8093321,"0.4793372015660809",1037367086,1037367086,12817570018537506,151,151,50,151,"illumina"
"mgm4624646",1361084754,8371388,"0.4733086652588241",1094308894,1094308894,13072012598149794,151,1510,50,151,"illumina"
"mgm4624647",1459035700,9083548,"0.4650694699568073",1169471146,1169471146,12874607433130754,151,1510,50,151,"illumina"
"mgm4624648",1407466226,8585680,"0.4482441139863538",1133833338,1133833338,13206098270608734,151,1510,50,151,"illumina"
"mgm4624649",1171905640,7303056,"0.4652746439699134",939316964,939316964,12861971262441368,151,1510,50,151,"illumina"
"mgm4624650",1227272957,7685372,"0.4822261940470004",982450188,982450188,12783378449345068,151,1510,50,151,"illumina"
"mgm4624651",1159755053,7274293,"0.44377277442441765",928086847,928086847,12758447412002788,151,151,50,151,"illumina"
"mgm4624652",1538909610,9514336,"0.4744611739459049",1235559964,1235559964,12986297351701684,151,1510,50,151,"illumina"
"mgm4624653",1612363321,9926529,"0.47602926867569956",1295823439,1295823439,13054144495019358,151,151,50,151,"illumina"
"mgm4624654",1241999339,7693764,"0.4461757901593253",996907965,996907965,12957350459411024,151,1510,50,151,"illumina"
"mgm4624655",1353102921,8299115,"0.48452036265765425",1088640362,1088640362,13117547618029152,151,151,50,151,"illumina"
"mgm4624656",1302476197,8079969,"0.4461239091340193",1045026172,1045026172,12933541848984816,151,151,50,151,"illumina"
"mgm4624657",1283973579,7839335,"0.4680751238337452",1034223949,1034223949,1319275103054022,151,151,50,151,"illumina"
"mgm4624873",747130873,5376431,"0.5081678070478751",576193582,576193582,10717027373735476,101,101,50,194,"illumina"
"mgm4624874",608341089,4468285,"0.5094402000033864",466457702,466457702,1043930058176683,101,101,50,194,"illumina"
"mgm4624875",22191458,172202,"0.48073995984211787",16730962,16730962,9715892962915646,101,1010,50,194,"illumina"
"mgm4624876",451501593,3466388,"0.5035720188876368",341681284,341681284,9856983234421536,101,1010,50,194,"illumina"
"mgm4624877",944894238,6851853,"0.5160346389353877",726743929,726743929,10606531240527198,101,101,50,194,"illumina"
"mgm4624878",819889083,5962426,"0.5088602384610864",630189698,630189698,10569350428835512,101,1010,50,194,"illumina"
"mgm4624879",710462630,5148861,"0.5153249956072185",546806160,546806160,1061994410025829,101,101,50,194,"illumina"
"mgm4624880",747042282,5420546,"0.5490916796601625",574692019,574692019,1060210574728081,101,1010,50,194,"illumina"
"mgm4624881",408796862,3166431,"0.5096949975085542",308575840,308575840,9745225460463216,101,101,50,194,"illumina"
"mgm4624882",593685193,4324620,"0.5052975771053088",456406382,456406382,10553675976155132,101,1010,50,194,"illumina"
"mgm4624883",1039897353,7616879,"0.5005397550121728",797265408,797265408,10467087740267372,101,101,50,194,"illumina"
"mgm4624884",694162254,5108310,"0.5063847287250368",531804975,531804975,1041058539908502,101,1010,50,194,"illumina"
"mgm4624885",522073174,4018532,"0.5336183960910544",394585392,394585392,9819142711816156,101,1010,50,194,"illumina"
"mgm4624886",409700895,3192937,"0.5193917339150796",308635784,308635784,9666203373257912,101,101,50,194,"illumina"
"mgm4624887",16417884,121775,"0.48471061695905876",12548904,12548904,10304991993430508,101,101,50,194,"illumina"
"mgm4624888",597602641,4343363,"0.5350052161504365",459723129,459723129,10584497059076112,101,101,50,194,"illumina"
"mgm4624889",538927481,4148191,"0.5348363985487941",407294370,407294370,9818602132833324,101,101,50,194,"illumina"
"mgm4624890",599659928,4324628,"0.506181225033803",462358915,462358915,10691299112894796,101,1010,50,194,"illumina"
"mgm4624891",50970046,361207,"0.4972681299418656",39525306,39525306,10942563682320664,101,101,50,194,"illumina"
"mgm4624892",829873876,6041533,"0.4972067560946398",637623158,637623158,10553996113238146,101,101,50,194,"illumina"
"mgm4624893",13913011,104879,"0.485682141657134",10595160,10595160,10102270235223448,101,101,50,194,"illumina"
"mgm4624894",26264095,191203,"0.49172160117369657",20197384,20197384,10563319613185986,101,101,50,194,"illumina"
"mgm4624895",613581977,4687766,"0.5165763597806952",464682542,464682542,9912665051967184,101,1010,50,194,"illumina"
"mgm4624896",550900717,4158904,"0.4988740247376549",418923946,418923946,10072940995993176,101,1010,50,194,"illumina"
"mgm4624897",650739803,4924561,"0.5157672958147574",494262275,494262275,1003667687332942,101,101,50,194,"illumina"
"mgm4624898",16899557,126133,"0.4843664567822666",12895829,12895829,10223992928099704,101,101,50,194,"illumina"
"mgm4624899",565385847,4263286,"0.5022344345552092",430069432,430069432,10087745274419778,101,1010,50,194,"illumina"
"mgm4624900",480402355,3697612,"0.5068723794334247",363186728,363186728,982219681242921,101,1010,50,194,"illumina"
"mgm4624901",768708654,5565654,"0.525975094493988",591715422,591715422,10631552410552292,101,1010,50,194,"illumina"
"mgm4624902",584250414,4433173,"0.5155309632691162",443494256,443494256,10003991633080864,101,101,50,194,"illumina"
"mgm4624935",11146118595,90801028,"0.37765047649639494",7296817535,7296817535,8036051678842226,79,790,50,150,"illumina"
"mgm4624936",8877299773,72051583,"0.37654633214712374",5825117370,5825117370,8084648702305402,79,79,50,150,"illumina"
"mgm4624937",1618984993,10201139,"0.3826758338400675",1205893629,1205893629,11821166528561172,148,120,50,150,"illumina"
"mgm4624938",458396140,2922542,"0.38554238703082727",340054628,340054628,11635577110611240,148,1170,50,150,"illumina"
"mgm4624939",7800289117,63657580,"0.379792396334237",5101073799,5101073799,801330147800152,79,790,50,150,"illumina"
"mgm4624940",519329093,3293310,"0.3911391057322548",385971765,385971765,11719873470763456,148,1190,50,150,"illumina"
"mgm4624941",412299549,2621979,"0.3888402589123064",306128052,306128052,11675457812591176,148,118,50,150,"illumina"
"mgm4624942",525446068,3331814,"0.39639463728608754",390528086,390528086,11721185096166832,148,1190,50,150,"illumina"
"mgm4624943",623625791,3969839,"0.4002363114157357",462877342,462877342,11659851747136344,148,118,50,150,"illumina"
"mgm4625051",15773525557,76498810,"0.5382510670040245",13260175852,13260175852,17333832842628532,151,1510,123,312,"illumina"
"mgm4625204",466985520,1854175,"0.4219153377465183",408735494,408735494,22044062399719556,292,226,50,292,"illumina"
"mgm4625205",373525773,1480127,"0.3753024131853116",327262103,327262103,22110406944809464,292,227,50,292,"illumina"
"mgm4625261",12636510,97986,"0.48607768314994787",9535015,9535015,9730997285326476,101,1010,50,194,"illumina"
"mgm4625262",806365292,5918308,"0.503357676002895",618086140,618086140,10443629158874462,101,1010,50,194,"illumina"
"mgm4625263",15972626,122616,"0.49099305657912823",12090006,12090006,9860055783910744,101,1010,50,194,"illumina"
"mgm4625264",21921017,160906,"0.44819752824793596",16799015,16799015,10440266366698568,101,1010,50,194,"illumina"
"mgm4625265",17899600,134988,"0.4814968790845569",13616838,13616838,10087443328295848,101,1010,50,194,"illumina"
"mgm4625266",435519078,3197638,"0.41957569688684365",334186141,334186141,10451031073561172,101,1010,50,194,"illumina"
"mgm4625267",312381805,2246937,"0.4257988707628027",241517726,241517726,10748753792384922,101,101,50,194,"illumina"
"mgm4625269",767346176,5855679,"0.5050621881418458",581070264,581070264,9923191896277102,101,101,50,194,"illumina"
"mgm4625270",769345973,5617259,"0.504517336429882",590701521,590701521,10515832027684676,101,101,50,194,"illumina"
"mgm4625271",1096201788,7909229,"0.5399054677821735",844215251,844215251,10673799570097160,101,101,50,194,"illumina"
"mgm4625272",566408593,4168893,"0.5747238462173586",434112377,434112377,10413133102720556,101,101,50,194,"illumina"
"mgm4625273",534536519,4096680,"0.5745049019575006",404550529,404550529,9875082481423982,101,1010,50,194,"illumina"
"mgm4625274",204741524,1517336,"0.476003765350907",157285739,157285739,10365913614387320,101,1010,50,194,"illumina"
"mgm4625275",308053354,2264201,"0.4608384837995259",236705110,236705110,10454244565743060,101,101,50,194,"illumina"
"mgm4625276",219732205,1698591,"0.46369084072543676",166482497,166482497,9801211533559284,101,101,50,194,"illumina"
"mgm4625277",441409075,3213218,"0.42187917301726713",339551225,339551225,10567326119796416,101,1010,50,194,"illumina"
"mgm4625278",702126684,5143789,"0.5655235128007615",538609676,538609676,10471068622760382,101,101,50,194,"illumina"
"mgm4625279",517966609,3988798,"0.5446813227327885",391430321,391430321,9813240003630166,101,1010,50,194,"illumina"
"mgm4625280",288853935,2167572,"0.442363300973591",220170789,220170789,10157484457263704,101,1010,50,194,"illumina"
"mgm4625282",421082105,3080670,"0.40007841291958895",323446699,323446699,10499232277394204,101,1010,50,194,"illumina"
"mgm4625283",594229192,4245092,"0.4269570996637043",459259570,459259570,10818601104522588,101,1010,50,194,"illumina"
"mgm4625284",15567024,113722,"0.45604866620476214",11959182,11959182,10516155185452244,101,1010,50,194,"illumina"
"mgm4625285",658101830,4830461,"0.5483376247141653",504632833,504632833,10446887636604456,101,101,50,194,"illumina"
"mgm4625286",20072838,152593,"0.45961148875482516",15221284,15221284,9975086668457924,101,101,50,194,"illumina"
"mgm4625287",604188279,4436568,"0.4606516765878572",463326450,463326450,10443352834894000,101,1010,50,194,"illumina"
"mgm4625288",573127922,4414954,"0.5637182512790065",432957323,432957323,9806610057545332,101,1010,50,194,"illumina"
"mgm4625289",20866097,155576,"0.4450740102790187",15919613,15919613,10232692060472052,101,1010,50,194,"illumina"
"mgm4625290",189406541,1430242,"0.45177461199672486",144299233,144299233,10089148060258334,101,1010,50,194,"illumina"
"mgm4625291",11516640,87076,"0.4614354622043518",8758085,8758085,10057978088106940,101,1010,50,194,"illumina"
"mgm4625292",15747599,118715,"0.4516643062890363",11976191,11976191,10088186834014236,101,101,50,194,"illumina"
"mgm4625293",698639888,5093873,"0.5830492841805597",536745132,536745132,10537073303555074,101,101,50,194,"illumina"
"mgm4625294",25798227,194000,"0.47145415998930773",19625399,19625399,10116185051546392,101,1010,50,194,"illumina"
"mgm4625295",1112979316,7989988,"0.5345920820479422",858403101,858403101,10743484233017620,101,1010,50,194,"illumina"
"mgm4625296",22451419,163005,"0.4895633073800162",17276019,17276019,10598459556455324,101,101,50,194,"illumina"
"mgm4625297",921587657,6769411,"0.4970045477644346",706072851,706072851,10430343954592208,101,101,50,194,"illumina"
"mgm4625298",15618335,114755,"0.45167728445851935",11980049,11980049,10439674959696744,101,101,50,194,"illumina"
"mgm4625299",22908250,170422,"0.4718545324445871",17485906,17485906,10260357230873948,101,1010,50,194,"illumina"
"mgm4625300",118772050,869279,"0.4316240159474229",91173101,91173101,10488358858318216,101,101,50,194,"illumina"
"mgm4625302",775289934,5639815,"0.5306121034943748",595920581,595920581,10566314338324928,101,101,50,194,"illumina"
"mgm4625303",27294893,202471,"0.49203196398907717",20861226,20861226,10303315536545976,101,101,50,194,"illumina"
"mgm4625304",699403729,5203812,"0.5180597354052533",533987170,533987170,10261461597767176,101,1010,50,194,"illumina"
"mgm4625305",17488781,130215,"0.46204380343664403",13354249,13354249,102555381484468,101,101,50,194,"illumina"
"mgm4625306",13882166,103660,"0.44963046230047454",10598648,10598648,1022443372564152,101,1010,50,194,"illumina"
"mgm4625307",584830366,4515416,"0.49520853610492144",441440872,441440872,9776305704723552,101,1010,50,194,"illumina"
"mgm4625308",487422823,3595140,"0.41578449618146235",373320791,373320791,103840404267984,101,1010,50,194,"illumina"
"mgm4625309",406377721,3163129,"0.5698331599527217",306263579,306263579,9682298097864488,101,101,50,194,"illumina"
"mgm4625310",383543466,2983787,"0.523695953348477",288881287,288881287,9681699363929128,101,101,50,194,"illumina"
"mgm4625311",806708387,5872801,"0.5111816199662131",619886521,619886521,10555210724831302,101,101,50,194,"illumina"
"mgm4625312",512854587,3737018,"0.4518558915642923",394276322,394276322,10550559884913586,101,1010,50,194,"illumina"
"mgm4625313",490689199,3634141,"0.4147474188007697",375342782,375342782,10328239383116946,101,101,50,194,"illumina"
"mgm4625314",52576605,374719,"0.5092593986030237",40733261,40733261,10870348447770196,101,101,50,194,"illumina"
"mgm4625315",523008572,3775326,"0.44172440655235523",403209579,403209579,1068012614010022,101,1010,50,194,"illumina"
"mgm4625316",558243662,4143512,"0.5993708921527071",426759261,426759261,10299457585738860,101,1010,50,194,"illumina"
"mgm4625317",60609914,459585,"0.4888501774664946",45986427,45986427,10006076569078624,101,101,50,194,"illumina"
"mgm4625318",485349002,3590800,"0.41984083364849434",371460924,371460924,10344795700122536,101,1010,50,194,"illumina"
"mgm4625319",598744860,4308936,"0.4400299219507308",461781390,461781390,10716831022786136,101,1010,50,194,"illumina"
"mgm4625320",499487306,3535857,"0.4215566559878418",387167444,387167444,10949748363692308,101,101,50,194,"illumina"
"mgm4625321",487961934,3641157,"0.49896091972519824",372552063,372552063,10231694568512152,101,101,50,194,"illumina"
"mgm4625350",17154809210,83813721,"0.5271984679197871",14400067447,14400067447,17181038230005322,151,151,123,294,"illumina"
"mgm4625757",8919632335,72661969,"0.3770084119523666",5839279380,5839279380,803622508495469,79,79,50,150,"illumina"
"mgm4625759",8877299773,72051583,"0.37654633214712374",5825117370,5825117370,8084648702305402,79,79,50,150,"illumina"
"mgm4625760",10829238050,86549788,"0.3818429818619219",7171650841,7171650841,828615645020413,79,790,50,150,"illumina"
"mgm4625761",10491005088,85883816,"0.37974542696437824",6847337762,6847337762,7972791709674381,79,790,50,150,"illumina"
"mgm4625762",7800289117,63657580,"0.379792396334237",5101073799,5101073799,801330147800152,79,790,50,150,"illumina"
"mgm4625763",9982453672,81555355,"0.38770617731321905",6523462640,6523462640,7998815822701036,79,79,50,150,"illumina"
"mgm4625764",11381997708,93284798,"0.3834654430300958",7423271650,7423271650,7957643484418544,79,790,50,150,"illumina"
"mgm4625765",2613247501,20582529,"0.39864144432275056",1745242716,1745242716,8479243323305897,79,79,50,150,"illumina"
"mgm4625766",10351025056,84485775,"0.3954346462179982",6768939906,6768939906,8011928524062186,79,79,50,150,"illumina"
"mgm4625855",1901602773,7451007,"0.6525650061265789",1664281210,1664281210,22336325948962332,242,232,50,292,"illumina"
"mgm4625856",1992853557,7888748,"0.6656581106005083",1741524402,1741524402,2207605569350168,228,2260,50,292,"illumina"
"mgm4626019",1068658746,3472667,"0.41181022255387906",958644221,958644221,2760541742125001,300,300,50,300,"illumina"
"mgm4626020",888227523,3398792,"0.40245241445458413",780576952,780576952,22966305440285840,300,2390,50,300,"illumina"
"mgm4626102",3449304388,16158630,"0.519342437644711",2927178882,2927178882,1811526646751612,251,1680,50,494,"illumina"
"mgm4626132",2607365042,9462960,"0.6594129000646125",2195879172,2195879172,23204992645007480,228,2330,50,292,"illumina"
"mgm4626133",2227294630,7999390,"0.6433591852605828",1879448530,1879448530,23494898110980964,239,2370,50,292,"illumina"
"mgm4626134",2177259675,7988348,"0.647097074504237",1829894156,1829894156,2290704105529704,227,2300,50,292,"illumina"
"mgm4626135",2689248801,10183396,"0.6822062569537707",2246433187,2246433187,22059764610941184,200,2200,50,292,"illumina"
"mgm4626136",2415607827,9012980,"0.6813201011662231",2023688872,2023688872,2245304962398674,226,2250,50,292,"illumina"
"mgm4626137",2768865154,10698121,"0.6715086535229984",2303666380,2303666380,2153337375787767,190,212,50,292,"illumina"
"mgm4626138",2000608181,7179740,"0.6345183441432095",1688404176,1688404176,23516230058470084,200,2370,50,292,"illumina"
"mgm4626139",2074817770,7461024,"0.6226271592771403",1750383869,1750383869,23460370439768052,247,2380,50,292,"illumina"
"mgm4626287",4687969478,35324571,"0.642428701008135",3532457380,3532457380,10000000792649400,100,100,56,180,"illumina"
"mgm4626288",6354752740,47863552,"0.5906867530253724",4786355427,4786355427,10000000474264844,100,1000,60,180,"illumina"
"mgm4626322",803978549,2986331,"0.6739045634770726",674112908,674112908,22573281662347544,217,225,50,292,"illumina"
"mgm4626323",2474569627,9265211,"0.6613375554402451",2071684789,2071684789,2235982309523226,211,223,50,292,"illumina"
"mgm4626325",2449591028,8946335,"0.6669990144292464",2060573523,2060573523,23032599639964296,223,231,50,292,"illumina"
"mgm4626327",1968182602,7129123,"0.6424407185860913",1658183333,1658183333,23259289158007232,240,234,50,292,"illumina"
"mgm4626328",2448879843,8964932,"0.6701671752142289",2059060439,2059060439,22967942634701524,240,2310,50,292,"illumina"
"mgm4626489",295228025,2235236,"0.4597235712763348",224809778,224809778,10057541038172256,101,1010,85,101,"illumina"
"mgm4626731",7176487927,28385801,"0.5970758203703036",6250865923,6250865923,22021101053304784,251,223,50,494,"illumina"
"mgm4626732",8098877230,32773886,"0.5477408279746012",7028449437,7028449437,21445273340488216,251,2190,50,494,"illumina"
"mgm4626733",4348836854,17715309,"0.5288309258878908",3775336922,3775336922,21311154787082744,251,227,50,494,"illumina"
"mgm4627134",74150497,267955,"0.4719882051530368",68791397,68791397,25672742438095944,373,258,50,459,"ion torrent"
"mgm4627135",43244840,152196,"0.47745484431699575",40200920,40200920,2641391363767773,348,2860,50,457,"ion torrent"
"mgm4627136",48799566,180468,"0.49375614707310694",45190206,45190206,25040564532216240,338,2510,50,438,"ion torrent"
"mgm4627137",626034170,2536791,"0.5140967325910113",575298350,575298350,22678192645748112,222,225,50,515,"ion torrent"
"mgm4627138",49653667,184207,"0.5072525545020291",45969527,45969527,24955363802678508,330,258,50,508,"ion torrent"
"mgm4627140",79983820,282611,"0.5165326859639776",74331600,74331600,2630173630891933,342,283,50,487,"ion torrent"
"mgm4627141",154384682,545504,"0.49678702715620704",143474602,143474602,2630129238282396,275,2670,50,608,"ion torrent"
"mgm4627142",142224319,502563,"0.4611577916192437",132173059,132173059,2629979903017134,314,284,50,616,"ion torrent"
"mgm4627143",10724074,44365,"0.5230900903080624",9836774,9836774,22172374619632592,176,216,50,402,"ion torrent"
"mgm4627144",38989756,146572,"0.4900259623882602",36058316,36058316,24601094342712116,328,2500,50,478,"ion torrent"
"mgm4627145",198184771,677656,"0.4841360054782806",184631651,184631651,27245630673970280,334,2880,50,621,"ion torrent"
"mgm4627146",60166481,223233,"0.5254744723695838",55701821,55701821,24952323805172172,315,258,50,488,"ion torrent"
"mgm4627147",114963812,426666,"0.46426796561271183",106430492,106430492,24944685538571156,242,2490,50,621,"ion torrent"
"mgm4627148",99090501,367540,"0.5049838346431934",91739701,91739701,24960467160037004,320,2690,50,616,"ion torrent"
"mgm4627149",127567614,612797,"0.50157474081939",115311674,115311674,1881727129865192,117,180,50,439,"ion torrent"
"mgm4627150",55335653,211481,"0.47465900943632233",51106033,51106033,24165779904577716,239,246,50,457,"ion torrent"
"mgm4627151",2400341,8641,"0.5110524210546163",2227521,2227521,2577850943177873,288,276,51,450,"ion torrent"
