"samples","life_style","biosphere","ecosystem","habitat","country","project_name","latitude","longitude","PI_lastname","seq_meth","project_id"
"mgm4553173","free-living","terrestrial","soil","park_soil","Australia","Metagenomics for forensic soil analysis",-35.029006,138.571508,"khodakova","ion torrent","mgp8020"
"mgm4553174","free-living","terrestrial","soil","park_soil","Australia","Metagenomics for forensic soil analysis",-35.029006,138.571508,"khodakova","ion torrent","mgp8020"
"mgm4553178","free-living","terrestrial","soil","park_soil","Australia","Metagenomics for forensic soil analysis",-35.029006,138.571508,"khodakova","ion torrent","mgp8020"
"mgm4553179","free-living","terrestrial","soil","park_soil","Australia","Metagenomics for forensic soil analysis",-35.029006,138.571508,"khodakova","ion torrent","mgp8020"
"mgm4553180","free-living","terrestrial","soil","park_soil","Australia","Metagenomics for forensic soil analysis",-35.016136,138.536675,"khodakova","ion torrent","mgp8020"
"mgm4553181","free-living","terrestrial","soil","park_soil","Australia","Metagenomics for forensic soil analysis",-35.016136,138.536675,"khodakova","ion torrent","mgp8020"
"mgm4553183","free-living","terrestrial","soil","park_soil","Australia","Metagenomics for forensic soil analysis",-35.016136,138.536675,"khodakova","ion torrent","mgp8020"
"mgm4553184","free-living","terrestrial","soil","park_soil","Australia","Metagenomics for forensic soil analysis",-35.029006,138.571508,"khodakova","ion torrent","mgp8020"
"mgm4553185","free-living","terrestrial","soil","park_soil","Australia","Metagenomics for forensic soil analysis",-35.029006,138.571508,"khodakova","ion torrent","mgp8020"
"mgm4553186","free-living","terrestrial","soil","park_soil","Australia","Metagenomics for forensic soil analysis",-35.016136,138.536675,"khodakova","ion torrent","mgp8020"
"mgm4553187","free-living","terrestrial","soil","park_soil","Australia","Metagenomics for forensic soil analysis",-35.016136,138.536675,"khodakova","ion torrent","mgp8020"
"mgm4553188","free-living","terrestrial","soil","park_soil","Australia","Metagenomics for forensic soil analysis",-35.016136,138.536675,"khodakova","ion torrent","mgp8020"
"mgm4553189","free-living","terrestrial","soil","park_soil","Australia","Metagenomics for forensic soil analysis",-35.029006,138.571508,"khodakova","ion torrent","mgp8020"
"mgm4553190","free-living","terrestrial","soil","park_soil","Australia","Metagenomics for forensic soil analysis",-35.029006,138.571508,"khodakova","ion torrent","mgp8020"
"mgm4553191","free-living","terrestrial","soil","park_soil","Australia","Metagenomics for forensic soil analysis",-35.029006,138.571508,"khodakova","ion torrent","mgp8020"
"mgm4553192","free-living","terrestrial","soil","park_soil","Australia","Metagenomics for forensic soil analysis",-35.016136,138.536675,"khodakova","ion torrent","mgp8020"
"mgm4553193","free-living","terrestrial","soil","park_soil","Australia","Metagenomics for forensic soil analysis",-35.016136,138.536675,"khodakova","ion torrent","mgp8020"
"mgm4553194","free-living","terrestrial","soil","park_soil","Australia","Metagenomics for forensic soil analysis",-35.016136,138.536675,"khodakova","ion torrent","mgp8020"
"mgm4558911","free-living","terrestrial","soil","grassland","Netherlands","Schiermonnikoog-Metagenomes",53.4937378,6.2247559,"falcao-salles","illumina","mgp8624"
"mgm4558916","free-living","terrestrial","soil","grassland","Netherlands","Schiermonnikoog-Metagenomes",53.4937378,6.2247559,"falcao-salles","illumina","mgp8624"
"mgm4558921","free-living","terrestrial","soil","grassland","Netherlands","Schiermonnikoog-Metagenomes",53.4937378,6.2247559,"falcao-salles","illumina","mgp8624"
"mgm4558931","free-living","terrestrial","soil","grassland","Netherlands","Schiermonnikoog-Metagenomes",53.4937378,6.2247559,"falcao-salles","illumina","mgp8624"
"mgm4562564","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563006","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563007","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563008","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563009","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563010","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563011","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563012","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563013","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563014","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563015","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563016","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563017","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563018","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563019","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563020","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563021","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563022","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563023","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563024","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563025","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563027","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563030","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563032","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563033","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563034","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563035","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563036","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563037","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563038","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563039","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563040","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563041","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563042","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563043","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563044","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563045","host-associated","terrestrial","human_host-associated","bone","Japan","AnimalFeces",35.6894875,139.6917064,"maruyama","illumina","mgp8991"
"mgm4563781","host-associated","terrestrial","animal_host-associated","animal_manure","USA","12LRC1",37.21525,-80.4227,"caudle","illumina","mgp9147"
"mgm4563782","host-associated","terrestrial","animal_host-associated","animal_manure","USA","12LRC1",37.21525,-80.4227,"caudle","illumina","mgp9147"
"mgm4579114","host-associated","terrestrial","human_host-associated","human_feces","Canada","Chemostat",32.8774915,-117.2352765,"pride","ion torrent","mgp10563"
"mgm4579115","host-associated","terrestrial","human_host-associated","human_feces","Canada","Chemostat",32.8774915,-117.2352765,"pride","ion torrent","mgp10563"
"mgm4579116","host-associated","terrestrial","human_host-associated","human_feces","Canada","Chemostat",32.8774915,-117.2352765,"pride","ion torrent","mgp10563"
"mgm4579117","host-associated","terrestrial","human_host-associated","human_feces","Canada","Chemostat",32.8774915,-117.2352765,"pride","ion torrent","mgp10563"
"mgm4579118","host-associated","terrestrial","human_host-associated","human_feces","Canada","Chemostat",32.8774915,-117.2352765,"pride","ion torrent","mgp10563"
"mgm4579119","host-associated","terrestrial","human_host-associated","human_feces","Canada","Chemostat",32.8774915,-117.2352765,"pride","ion torrent","mgp10563"
"mgm4579120","host-associated","terrestrial","human_host-associated","human_feces","Canada","Chemostat",32.8774915,-117.2352765,"pride","ion torrent","mgp10563"
"mgm4579121","host-associated","terrestrial","human_host-associated","human_feces","Canada","Chemostat",32.8774915,-117.2352765,"pride","ion torrent","mgp10563"
"mgm4579122","host-associated","terrestrial","human_host-associated","human_feces","Canada","Chemostat",32.8774915,-117.2352765,"pride","ion torrent","mgp10563"
"mgm4579123","host-associated","terrestrial","human_host-associated","human_feces","Canada","Chemostat",32.8774915,-117.2352765,"pride","ion torrent","mgp10563"
"mgm4582104","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582105","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582106","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582107","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582108","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582109","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582110","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582111","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582112","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582113","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582114","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582115","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582116","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582117","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582118","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582119","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582120","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582121","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582122","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582123","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582124","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582125","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582126","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582127","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582128","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582129","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582130","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582131","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582132","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582133","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582134","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582135","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582136","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582137","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582138","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582139","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582140","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582141","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582142","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582143","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582144","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582145","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582146","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582147","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582148","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582149","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582150","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582151","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582152","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582153","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582154","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582155","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582156","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582157","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582158","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582159","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4582160","free-living","terrestrial","soil","agricultural_soil","Brazil","metagenome of sugarcane soils - CENA USP",-22.41,-47.38,"navarrete","illumina","mgp10854"
"mgm4583650","host-associated","terrestrial","animal_host-associated","animal_feces","Brazil","Cockroach metagenome",-22.8425897,-43.2330598,"albano","illumina","mgp10958"
"mgm4583651","host-associated","terrestrial","animal_host-associated","animal_feces","Brazil","Cockroach metagenome",-22.8425897,-43.2330598,"albano","illumina","mgp10958"
"mgm4583652","host-associated","terrestrial","animal_host-associated","animal_feces","Brazil","Cockroach metagenome",-22.8425897,-43.2330598,"albano","illumina","mgp10958"
"mgm4587434","host-associated","terrestrial","human_host-associated","human_feces","USA","HMP SRP002423 Bacterial Fungal Taxonomic Analysis",39.2903848,-76.6121893,"koh","illumina","mgp11191"
"mgm4587437","host-associated","terrestrial","human_host-associated","human_feces","USA","HMP SRP002423 Bacterial Fungal Taxonomic Analysis",39.2903848,-76.6121893,"koh","illumina","mgp11191"
"mgm4600198","free-living","terrestrial","soil","contaminated_soil","Mexico","Metagenomics of PAH bioremediation in soil",19.402222,-98.048333,"zafra","illumina","mgp11296"
"mgm4600199","free-living","terrestrial","soil","contaminated_soil","Mexico","Metagenomics of PAH bioremediation in soil",19.402222,-98.048333,"zafra","illumina","mgp11296"
"mgm4600200","free-living","terrestrial","soil","contaminated_soil","Mexico","Metagenomics of PAH bioremediation in soil",19.402222,-98.048333,"zafra","illumina","mgp11296"
"mgm4600354","host-associated","terrestrial","animal_host-associated","animal_feces","China","mice gut microbes",39.90403,116.407526,"lin","illumina","mgp11369"
"mgm4600358","host-associated","terrestrial","animal_host-associated","animal_feces","China","mice gut microbes",39.90403,116.407526,"lin","illumina","mgp11369"
"mgm4600361","host-associated","terrestrial","animal_host-associated","animal_feces","China","mice gut microbes",39.90403,116.407526,"lin","illumina","mgp11369"
"mgm4600384","host-associated","terrestrial","animal_host-associated","animal_feces","China","mice gut microbes",39.90403,116.407526,"lin","illumina","mgp11369"
"mgm4600385","host-associated","terrestrial","animal_host-associated","animal_feces","China","mice gut microbes",39.90403,116.407526,"lin","illumina","mgp11369"
"mgm4600400","host-associated","terrestrial","animal_host-associated","animal_feces","China","mice gut microbes",39.90403,116.407526,"lin","illumina","mgp11369"
"mgm4600405","host-associated","terrestrial","animal_host-associated","animal_feces","China","mice gut microbes",39.90403,116.407526,"lin","illumina","mgp11369"
"mgm4601006","host-associated","terrestrial","human_host-associated","human_feces","USA","IBD Virome",34.0752969,-118.3805177,"virgin","454","mgp11446"
"mgm4601007","host-associated","terrestrial","human_host-associated","human_feces","USA","IBD Virome",34.0752969,-118.3805177,"virgin","454","mgp11446"
"mgm4601008","host-associated","terrestrial","human_host-associated","human_feces","USA","IBD Virome",34.0752969,-118.3805177,"virgin","454","mgp11446"
"mgm4601010","host-associated","terrestrial","human_host-associated","human_feces","USA","IBD Virome",34.0752969,-118.3805177,"virgin","454","mgp11446"
"mgm4601012","host-associated","terrestrial","human_host-associated","human_feces","USA","IBD Virome",34.0752969,-118.3805177,"virgin","454","mgp11446"
"mgm4601015","host-associated","terrestrial","human_host-associated","human_feces","USA","IBD Virome",34.0752969,-118.3805177,"virgin","454","mgp11446"
"mgm4601016","host-associated","terrestrial","human_host-associated","human_feces","USA","IBD Virome",34.0752969,-118.3805177,"virgin","454","mgp11446"
"mgm4601019","host-associated","terrestrial","human_host-associated","human_feces","USA","IBD Virome",34.0752969,-118.3805177,"virgin","454","mgp11446"
"mgm4601020","host-associated","terrestrial","human_host-associated","human_feces","USA","IBD Virome",34.0752969,-118.3805177,"virgin","454","mgp11446"
"mgm4601021","host-associated","terrestrial","human_host-associated","human_feces","USA","IBD Virome",34.0752969,-118.3805177,"virgin","454","mgp11446"
"mgm4601022","host-associated","terrestrial","human_host-associated","human_feces","USA","IBD Virome",34.0752969,-118.3805177,"virgin","454","mgp11446"
"mgm4601026","host-associated","terrestrial","human_host-associated","human_feces","USA","IBD Virome",34.0752969,-118.3805177,"virgin","454","mgp11446"
"mgm4601031","host-associated","terrestrial","human_host-associated","human-gut","USA","IBD Virome",41.8739217,-87.6694047,"virgin","454","mgp11446"
"mgm4603086","free-living","terrestrial","soil","agricultural_soil","China","Functional association and attribution of entophyte bacteria during the infection of  root-knot nematodes to plant",26.647661,106.630154,"tian","illumina","mgp9823"
"mgm4604827","free-living","terrestrial","soil","farm_soil","Sweden","12_Meta_ILL_Rerun",13.1513055555556,55.7381388888889,"hedlund","illumina","mgp11843"
"mgm4604829","free-living","terrestrial","soil","farm_soil","Spain","12_Meta_ILL_Rerun",2.05161111111111,41.3949166666667,"hedlund","illumina","mgp11843"
"mgm4604830","free-living","terrestrial","soil","farm_soil","Sweden","12_Meta_ILL_Rerun",13.4061666666667,55.6346944444444,"hedlund","illumina","mgp11843"
"mgm4604832","free-living","terrestrial","soil","farm_soil","Sweden","12_Meta_ILL_Rerun",13.3220833333333,55.6611666666667,"hedlund","illumina","mgp11843"
"mgm4604833","free-living","terrestrial","soil","farm_soil","Sweden","12_Meta_ILL_Rerun",13.0288333333333,55.7823055555556,"hedlund","illumina","mgp11843"
"mgm4604834","free-living","terrestrial","soil","farm_soil","Sweden","12_Meta_ILL_Rerun",13.1817222222222,55.7451666666667,"hedlund","illumina","mgp11843"
"mgm4620483","free-living","freshwater","wastewater","sewage","Canada","Sewage and biosolids plasmid metagenomes",43.5448048,-80.2481666,"bent","illumina","mgp12687"
"mgm4620484","free-living","freshwater","wastewater","sewage","Canada","Sewage and biosolids plasmid metagenomes",43.5448048,-80.2481666,"bent","illumina","mgp12687"
"mgm4620485","free-living","freshwater","wastewater","sewage","Canada","Sewage and biosolids plasmid metagenomes",43.5448048,-80.2481666,"bent","illumina","mgp12687"
"mgm4620486","free-living","freshwater","wastewater","sewage","Canada","Sewage and biosolids plasmid metagenomes",43.5448048,-80.2481666,"bent","illumina","mgp12687"
"mgm4620487","free-living","freshwater","wastewater","sewage","Canada","Sewage and biosolids plasmid metagenomes",43.5448048,-80.2481666,"bent","illumina","mgp12687"
"mgm4620488","free-living","freshwater","wastewater","sewage","Canada","Sewage and biosolids plasmid metagenomes",43.5448048,-80.2481666,"bent","illumina","mgp12687"
"mgm4620489","free-living","freshwater","wastewater","sewage","Canada","Sewage and biosolids plasmid metagenomes",43.5448048,-80.2481666,"bent","illumina","mgp12687"
"mgm4620490","free-living","freshwater","wastewater","sewage","Canada","Sewage and biosolids plasmid metagenomes",43.5448048,-80.2481666,"bent","illumina","mgp12687"
"mgm4620491","free-living","freshwater","wastewater","sewage","Canada","Sewage and biosolids plasmid metagenomes",43.5448048,-80.2481666,"bent","illumina","mgp12687"
"mgm4620492","free-living","freshwater","wastewater","sewage","Canada","Sewage and biosolids plasmid metagenomes",43.5448048,-80.2481666,"bent","illumina","mgp12687"
"mgm4620493","free-living","freshwater","wastewater","sewage","Canada","Sewage and biosolids plasmid metagenomes",43.5448048,-80.2481666,"bent","illumina","mgp12687"
"mgm4620494","free-living","freshwater","wastewater","sewage","Canada","Sewage and biosolids plasmid metagenomes",43.5448048,-80.2481666,"bent","illumina","mgp12687"
"mgm4620526","free-living","terrestrial","soil","agricultural_soil","France","Bergheim",48.2056388888889,7.36197222222222,"demaneche","illumina","mgp12555"
"mgm4620527","free-living","terrestrial","soil","agricultural_soil","France","Bergheim",48.2056388888889,7.36197222222222,"demaneche","illumina","mgp12555"
"mgm4620529","free-living","terrestrial","soil","agricultural_soil","France","Bergheim",48.2056388888889,7.36197222222222,"demaneche","illumina","mgp12555"
"mgm4620530","free-living","terrestrial","soil","agricultural_soil","France","Bergheim",48.2056388888889,7.36197222222222,"demaneche","illumina","mgp12555"
"mgm4620531","free-living","terrestrial","soil","agricultural_soil","France","Bergheim",48.2056388888889,7.36197222222222,"demaneche","illumina","mgp12555"
"mgm4620534","free-living","terrestrial","soil","agricultural_soil","France","Bergheim",48.2056388888889,7.36197222222222,"demaneche","illumina","mgp12555"
"mgm4620535","free-living","terrestrial","soil","agricultural_soil","France","Bergheim",48.2056388888889,7.36197222222222,"demaneche","illumina","mgp12555"
"mgm4620536","free-living","terrestrial","soil","agricultural_soil","France","Bergheim",48.2056388888889,7.36197222222222,"demaneche","illumina","mgp12555"
"mgm4621803","free-living","freshwater","wastewater","wastewater_treatment_plant","Canada","Sewage and biosolids plasmid metagenomes",43.5448048,-80.2481666,"bent","illumina","mgp12687"
"mgm4621804","free-living","freshwater","wastewater","wastewater_treatment_plant","Canada","Sewage and biosolids plasmid metagenomes",43.5448048,-80.2481666,"bent","illumina","mgp12687"
