"samples","file_size","total_number_of_reads","GC_content","total_number_of_bases","complete_sequence_length","average_read_size","read_size_mode","read_size_median","lowest_read_size","highest_read_size","life_style","biosphere","ecosystem","habitat","country","project_name","latitude","longitude","PI_lastname","seq_meth","project_id"
"mgm4684109",3415130887,8435174,0.466308518804395,3008575266,3008575266,3566702081071475,300,3360,59,594,"host-associated","terrestrial","plant_associated","rhizosphere","China","Agricultural soil viruses",33.13,120.49,"han","illumina","mgpsamplenhs_viruses.cds.fa"
"mgm4684211",3129050827,15430408,0.523307609510605,2630956554,2630956554,17050466546315562,251,1620,50,370,"free-living","freshwater","wastewater","sewage","Brazil","Laundry Wastewater",-22.0026,-47.9298,"delforno","illumina","mgp16829"
"mgm4684212",3589017767,15301723,0.551121602726348,3095171328,3095171328,20227600042165188,251,213,50,393,"free-living","freshwater","wastewater","sewage","Brazil","Laundry Wastewater",-22.0026,-47.9298,"delforno","illumina","mgp16829"
"mgm4685222",3104015507,11468855,0.419494303493819,2736650151,2736650151,23861581221490724,145,210,105,552,"free-living","marine","saline_water","saline_water_biofilm","USA","A microbiologists guide to metagenome assembly",36.619,-121.901,"kaster","illumina","mgp16910"
"mgm4685223",860583538,3185648,0.445196408719123,759753440,759753440,23849258926284384,300,2480,105,301,"free-living","marine","saline_water","saline_water_biofilm","USA","A microbiologists guide to metagenome assembly",36.619,-121.901,"kaster","illumina","mgp16910"
"mgm4685224",598650455,2225002,0.464388014750214,528560999,528560999,23755529163569288,272,2520,105,301,"free-living","marine","saline_water","saline_water_biofilm","USA","A microbiologists guide to metagenome assembly",36.619,-121.901,"kaster","illumina","mgp16910"
"mgm4687116",3215221834,21491859,0.61032984143366,2517100477,2517100477,11711878795594184,151,120,50,294,"free-living","freshwater","wastewater","sludge","Australia","NOB",-27.4986,152.98,"laloo","illumina","mgp17089"
"mgm4687117",2547775306,13729942,0.571100320616348,2105796552,2105796552,15337257447992132,151,1510,50,294,"free-living","freshwater","wastewater","sludge","Australia","NOB",-27.4986,152.98,"laloo","illumina","mgp17089"
"mgm4687118",4325578244,28706609,0.605404109318322,3389370185,3389370185,1180693332674716,151,122,50,294,"free-living","freshwater","wastewater","sludge","Australia","NOB",-27.4986,152.98,"laloo","illumina","mgp17089"
"mgm4687973",6334117894,40528433,0.592114114444764,5007789515,5007789515,12356237693670516,151,132,50,294,"free-living","freshwater","wastewater","sludge","Australia","AOB",-27.4986,152.98,"laloo","illumina","mgp16980"
"mgm4687974",4796694143,30661071,0.516918311332933,3795988662,3795988662,12380482932249822,151,132,50,294,"free-living","freshwater","wastewater","sludge","Australia","AOB",-27.4986,152.98,"laloo","illumina","mgp16980"
"mgm4687976",3552470112,19053713,0.470741666152258,2934807667,2934807667,15402812391474564,151,151,50,294,"free-living","freshwater","wastewater","sludge","Australia","AOB",-27.4986,152.98,"laloo","illumina","mgp16980"
"mgm4687977",5142994009,32745961,0.505841174810802,4073487230,4073487230,12439663108375412,151,133,50,294,"free-living","freshwater","wastewater","sludge","Australia","AOB",-27.4986,152.98,"laloo","illumina","mgp16980"
"mgm4687978",5121988513,32783155,0.52003305755457,4051254297,4051254297,12357731575865716,151,132,50,294,"free-living","freshwater","wastewater","sludge","Australia","AOB",-27.4986,152.98,"laloo","illumina","mgp16980"
"mgm4688234",5201304604,28339936,0.578377465523635,4277196880,4277196880,15092471909604876,151,1510,50,294,"free-living","freshwater","wastewater","sludge","Australia","AOBNOB_Andrew_Combined",-27.4986,152.98,"laloo","illumina","mgp17107"
"mgm4688237",7514215628,48962060,0.576608431909126,5909577565,5909577565,12069707779860568,151,1260,50,294,"free-living","freshwater","wastewater","sludge","Australia","AOBNOB_Andrew_Combined",-27.4986,152.98,"laloo","illumina","mgp17107"
"mgm4688240",8777419972,56803221,0.610079631959794,6914023734,6914023734,12171886756210532,151,127,50,294,"free-living","freshwater","wastewater","sludge","Australia","AOBNOB_Andrew_Combined",-27.4986,152.98,"laloo","illumina","mgp17107"
"mgm4688374",11447228595,37491242,0.621210618042303,10221127860,10221127860,2726270807459513,251,2510,50,494,"host-associated","terrestrial","plant_associated","forest_soil","Brazil","Restinga experiment",27.56528,48.45556,"pugnaire","illumina","mgp17130"
"mgm4688575",1266886424,9210277,0.559861412406569,973268073,973268073,10567196545771642,100,100,50,191,"free-living","freshwater","freshwater","river","USA","Simulated reclaimed water system microbiome",37.276682,-80.432882,"pruden","illumina","mgp17009"
"mgm4688577",2124080019,15359837,0.549106073669011,1628313262,1628313262,10601110298240796,99,100,50,191,"free-living","freshwater","freshwater","river","USA","Simulated reclaimed water system microbiome",37.276682,-80.432882,"pruden","illumina","mgp17009"
"mgm4688578",1224643462,9029523,0.566218708023678,936809398,936809398,10374959984043454,100,100,50,191,"free-living","freshwater","freshwater","river","USA","Simulated reclaimed water system microbiome",37.276682,-80.432882,"pruden","illumina","mgp17009"
"mgm4688579",1200025010,8865011,0.535339521482407,917454627,917454627,10349165127939492,100,100,50,191,"free-living","freshwater","freshwater","river","USA","Simulated reclaimed water system microbiome",37.276682,-80.432882,"pruden","illumina","mgp17009"
"mgm4688580",2081827247,15240786,0.563156134883769,1589989194,1589989194,10432461908460628,100,1000,50,191,"free-living","freshwater","freshwater","river","USA","Simulated reclaimed water system microbiome",37.276682,-80.432882,"pruden","illumina","mgp17009"
"mgm4688582",2407682253,17725727,0.562624300711214,1833841076,1833841076,10345646618612596,100,100,50,191,"free-living","freshwater","freshwater","river","USA","Simulated reclaimed water system microbiome",37.276682,-80.432882,"pruden","illumina","mgp17009"
"mgm4688584",2247865598,16656875,0.603053400226706,1709296395,1709296395,1026180718171926,100,100,50,191,"free-living","freshwater","freshwater","river","USA","Simulated reclaimed water system microbiome",37.276682,-80.432882,"pruden","illumina","mgp17009"
"mgm4688585",2407637083,17663145,0.571758449136617,1835861722,1835861722,10393742009138236,100,100,50,191,"free-living","freshwater","freshwater","river","USA","Simulated reclaimed water system microbiome",37.276682,-80.432882,"pruden","illumina","mgp17009"
"mgm4688586",349398936,2554662,0.549657361854271,268760210,268760210,10520382344122236,99,1000,50,191,"free-living","freshwater","freshwater","river","USA","Simulated reclaimed water system microbiome",37.276682,-80.432882,"pruden","illumina","mgp17009"
"mgm4688630",2216079190,16764733,0.458315356584776,1673909953,1673909953,9984709884732432,101,101,50,101,"host-associated","terrestrial","plant_associated","plant-associated","Italy","Pinova3",41.89193,12.51133,"massart","illumina","mgp17155"
"mgm4688631",5660147955,42731192,0.471092221533061,4261107357,4261107357,9971889754444480,101,1010,50,101,"host-associated","terrestrial","plant_associated","plant-associated","Italy","Pinova3",41.89193,12.51133,"massart","illumina","mgp17155"
"mgm4688633",132394739,1012598,0.452050957316144,101086721,101086721,9982907432169528,101,1010,50,101,"host-associated","terrestrial","plant_associated","plant-associated","Italy","Pinova3",41.89193,12.51133,"massart","illumina","mgp17155"
"mgm4689127",3168035996,15057125,0.457276732687714,2536104711,2536104711,16843220143287648,151,151,67,294,"host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool2",53.49191,1.314801,"cheng","illumina","mgp17175"
"mgm4689323",3108340925,14675335,0.487414350370271,2493228671,2493228671,1698924536305304,151,151,57,294,"host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool2",53.49191,1.314801,"cheng","illumina","mgp17175"
"mgm4689539",3112670440,8097003,0.493411243716803,2720052500,2720052500,3359332459182737,300,301,53,594,"host-associated","terrestrial","plant_associated","rhizosphere","China","Agricultural soil viruses",33.16,118.52,"han","illumina","mgpsamplenhs_viruses.cds.fa"
"mgm4690389",4321102893,25647262,0.550346034396034,3255944822,3255944822,12695097129666316,150,1500,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina","mgp17355"
"mgm4690390",3028032955,18036268,0.593038395236352,2278963937,2278963937,12635451729814616,150,1490,50,150,"free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina","mgp17355"
"mgm4690391",2896349675,16959290,0.60404973862789,2192012378,2192012378,12925142373295108,150,1500,50,150,"free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina","mgp17355"
"mgm4690392",4181500142,24848747,0.546202936143166,3149492200,3149492200,12674651965348596,150,150,50,150,"free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina","mgp17355"
"mgm4690393",3768230243,21975668,0.60565632045966,2855553697,2855553697,1299416107396599,150,1500,50,150,"free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina","mgp17355"
"mgm4690394",3092712019,18422363,0.544400075986155,2327602976,2327602976,12634660255038944,150,150,50,150,"free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina","mgp17355"
"mgm4690395",3805405160,22482275,0.564884552496898,2871684628,2871684628,12773105159508992,150,150,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina","mgp17355"
"mgm4690396",3157588915,18803314,0.533463187884433,2376658069,2376658069,1263957017895888,150,1500,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina","mgp17355"
"mgm4690397",3374951833,19904810,0.537597065849364,2548278711,2548278711,12802326226675864,150,1500,50,150,"free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina","mgp17355"
"mgm4690398",2270854801,13221764,0.568108093005872,1721742554,1721742554,1302203362577036,150,1500,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina","mgp17355"
"mgm4690399",3049556535,18199369,0.544455515238652,2293706764,2293706764,12603221375422412,150,149,50,150,"free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina","mgp17355"
"mgm4690401",2913245422,17772380,0.528838369197169,2175131422,2175131422,12238830263588784,150,1420,50,150,"free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina","mgp17355"
"mgm4690402",3111635674,18569477,0.533124619652152,2340415175,2340415175,12603559997947168,150,149,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina","mgp17355"
"mgm4690403",2109916350,12343960,0.562665302007841,1597259788,1597259788,1293960599353854,150,1500,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina","mgp17355"
"mgm4690404",1960556907,11584899,0.537642237445623,1479420374,1479420374,1277024835520793,150,150,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina","mgp17355"
"mgm4690406",1774790546,10460181,0.574887916629428,1340368774,1340368774,12814011287185184,150,150,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina","mgp17355"
"mgm4690408",3071487104,18259046,0.592787826077431,2313166873,2313166873,12668607511038638,150,1500,50,150,"free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina","mgp17355"
"mgm4690409",3958656257,23437479,0.602137011583148,2985269921,2985269921,1273716307543145,150,150,50,150,"free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina","mgp17355"
"mgm4690410",1930980204,11433237,0.537338911912684,1456141816,1456141816,12736041560233554,150,150,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina","mgp17355"
"mgm4690411",2214307181,13018319,0.571170708399583,1673641020,1673641020,12856045546279822,150,150,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina","mgp17355"
"mgm4690412",3867080887,22797118,0.564827858413463,2920287306,2920287306,12809896873806592,150,1500,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina","mgp17355"
"mgm4690413",2923381218,16889665,0.559237158016226,2221935022,2221935022,13155589657935786,150,150,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina","mgp17355"
"mgm4690414",4009972196,23698963,0.601967172304708,3025725599,3025725599,1276733331749579,150,150,50,150,"free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina","mgp17355"
"mgm4690415",3283069309,19310359,0.564776747047568,2481090458,2481090458,1284849472762262,150,150,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina","mgp17355"
"mgm4690416",2266221098,13555113,0.54197769335789,1703260572,1703260572,12565447237511042,150,149,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina","mgp17355"
"mgm4690417",4113201294,24496002,0.54623501281187,3095840734,3095840734,12638146967819484,150,1490,50,150,"free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina","mgp17355"
"mgm4690418",443330222,2593787,0.605899831943749,335634645,335634645,12939946302452744,150,150,50,150,"free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina","mgp17355"
"mgm4690419",2309680307,13419948,0.568128184582436,1752339039,1752339039,1305771854704653,150,1500,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina","mgp17355"
"mgm4690421",1807468605,10627730,0.57483001863454,1366090038,1366090038,1285401527889775,150,1500,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina","mgp17355"
"mgm4690422",3160618951,18432660,0.570856064347931,2395087034,2395087034,1299371351720262,150,1500,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina","mgp17355"
"mgm4690423",3211660351,18693256,0.570695473393776,2435308475,2435308475,1302773831910289,150,1500,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina","mgp17355"
"mgm4690424",2252314867,13211553,0.571179949838438,1703625175,1703625175,12894965300445752,150,150,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina","mgp17355"
"mgm4690425",2068775635,12133336,0.562660600944612,1564864317,1564864317,1289723054731197,150,1500,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina","mgp17355"
"mgm4690426",3230497480,19042937,0.564889217768302,2439621642,2439621642,12811162700375472,150,150,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina","mgp17355"
"mgm4690428",2847238640,16708799,0.604242994376972,2153302453,2153302453,12887236557217548,150,150,50,150,"free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina","mgp17355"
"mgm4690500",4397815145,26018604,0.602809048234063,3317194161,3317194161,1274931645448772,150,1500,50,150,"free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina","mgp17355"
"mgm4690501",2169708726,12834839,0.522759844191933,1636660567,1636660567,12751703133946596,150,149,50,150,"free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina","mgp17355"
"mgm4690502",1982026532,12006600,0.559573883860608,1483348462,1483348462,12354442240101278,150,1450,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina","mgp17355"
"mgm4690503",2243825041,13745059,0.49255543069455,1672968709,1672968709,1217141890042087,150,142,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina","mgp17355"
"mgm4690506",3375840764,19478113,0.609294427132439,2566825417,2566825417,13177998387215436,150,150,50,150,"free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina","mgp17355"
"mgm4690507",1330297430,7984858,0.518580577193353,998660634,998660634,12506930417547814,150,1490,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina","mgp17355"
"mgm4690509",2324028248,14168524,0.49299427126988,1735555139,1735555139,1224937148710762,150,1440,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina","mgp17355"
"mgm4690510",1393749045,8998698,0.450013368679972,1020007213,1020007213,11335053282152596,150,1190,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina","mgp17355"
"mgm4690512",1274545275,7693816,0.517990388886671,955010901,955010901,1241270782924884,150,1460,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina","mgp17355"
"mgm4690513",3195101333,18552186,0.610543475573764,2424582067,2424582067,1306898317535195,150,1490,50,150,"free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina","mgp17355"
"mgm4690515",3312864204,20009093,0.560730794922241,2481865192,2481865192,12403686623876456,150,145,50,150,"free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina","mgp17355"
"mgm4690516",2808097368,18092116,0.494574127656139,2056667996,2056667996,11367758177097692,150,1190,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina","mgp17355"
"mgm4690517",3117989852,19676444,0.55044728167735,2300795566,2300795566,11693147227212396,150,1270,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina","mgp17355"
"mgm4690518",1901503918,11583984,0.559707957633515,1420402269,1420402269,12261776855009468,150,1430,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina","mgp17355"
"mgm4690519",1642047524,10583269,0.438170969681275,1202496305,1202496305,11362238879121376,150,120,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina","mgp17355"
"mgm4690521",2718088029,15960985,0.607401064569975,2055208255,2055208255,12876450012326932,150,149,50,150,"free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina","mgp17355"
"mgm4690523",1353417254,8782015,0.448920907958279,988688600,988688600,11258106482396124,150,117,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina","mgp17355"
"mgm4690524",4275453923,25388291,0.603543847411229,3221053639,3221053639,12687162121310176,150,148,50,150,"free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina","mgp17355"
"mgm4690525",3413816285,20534531,0.560261930169214,2560956006,2560956006,12471460906509138,150,149,50,150,"free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina","mgp17355"
"mgm4690527",2227073788,13096716,0.594283520986671,1683121407,1683121407,12851476713704412,150,1500,50,150,"free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina","mgp17355"
"mgm4690528",1603660147,10377403,0.437489831533711,1172675619,1172675619,11300280224252640,150,119,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina","mgp17355"
"mgm4690531",3175102858,17944499,0.581872089451678,2429796886,2429796886,13540622594144312,150,150,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina","mgp17355"
"mgm4690533",2817484985,16474017,0.606445645779242,2133264140,2133264140,12949265136730162,150,150,50,150,"free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina","mgp17355"
"mgm4690534",3673450463,22605306,0.559584086488875,2734596712,2734596712,12097145298541856,150,1380,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina","mgp17355"
"mgm4690537",3214085122,20187875,0.550406059892359,2375612362,2375612362,11767520662774066,150,128,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina","mgp17355"
"mgm4690540",2258496558,13293619,0.523546421456501,1706369058,1706369058,1283600092645953,150,150,50,150,"free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina","mgp17355"
"mgm4690541",2153645303,12714026,0.595082671916932,1625617259,1625617259,12786014901967324,150,1490,50,150,"free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina","mgp17355"
"mgm4690542",3269158746,19078148,0.56812204653657,2476777535,2476777535,12982274458715804,150,1500,50,150,"free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina","mgp17355"
"mgm4690543",2347526873,14691477,0.416615737628499,1737340553,1737340553,1182549959408438,150,131,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina","mgp17355"
"mgm4690545",3582167040,22125248,0.559700466456942,2663286762,2663286762,12037319364736612,150,1370,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina","mgp17355"
"mgm4690930",2876326066,16649913,0.559336672945253,2184835896,2184835896,13122206079995732,150,150,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina","mgp17355"
"mgm4690945",3044834526,17287516,0.582807450685152,2326854678,2326854678,13459739837695594,150,1500,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina","mgp17355"
"mgm4690985",2084987233,13034050,0.572501455760725,1543634515,1543634515,11843091863235142,150,1310,50,150,"free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina","mgp17355"
"mgm4691110",389675223,1378482,0.490817125004637,346672747,346672747,25148877315771984,301,2550,50,585,"host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina","mgp17406"
"mgm4691111",486998646,1758911,0.504483512328577,431822834,431822834,24550578966189876,301,248,50,592,"host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina","mgp17406"
"mgm4691112",373949728,1320691,0.486977519413166,332796695,332796695,2519867970630526,301,257,50,588,"host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina","mgp17406"
"mgm4691113",516912161,1815439,0.476660156703537,459926824,459926824,25334193217177772,301,260,50,578,"host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina","mgp17406"
"mgm4691114",531947730,1857625,0.459100613430507,473611920,473611920,25495561267747800,301,254,50,593,"host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina","mgp17406"
"mgm4691115",393845336,1371662,0.481590865668077,351061646,351061646,25593888727689476,301,2610,50,593,"host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina","mgp17406"
"mgm4691116",379902201,1336881,0.477053555782815,338230683,338230683,25299984291795604,301,248,50,594,"host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina","mgp17406"
"mgm4691117",471152849,1663946,0.496647187299893,419015503,419015503,25182037337750144,301,2560,50,586,"host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina","mgp17406"
"mgm4691119",506559600,1734182,0.475011386784732,452175493,452175493,2607428130380779,301,2650,50,594,"host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina","mgp17406"
"mgm4691120",389353798,1386420,0.49615076747781,346097824,346097824,2496341830037074,301,2530,50,591,"host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina","mgp17406"
"mgm4691121",469370498,1593498,0.466022870999369,419487135,419487135,2632492384678236,301,2730,50,587,"host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina","mgp17406"
"mgm4691122",466301858,1622828,0.489579175295793,415480456,415480456,2560224842065826,301,2580,50,591,"host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina","mgp17406"
"mgm4691123",571107157,1988524,0.477490112681834,508583310,508583310,25575920129704244,301,2560,50,590,"host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina","mgp17406"
"mgm4691124",328063483,1155439,0.487613098971584,292199275,292199275,25289026508539176,301,253,50,591,"host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina","mgp17406"
"mgm4691125",433894146,1461035,0.457293297693169,388249235,388249235,2657357523947065,301,278,50,592,"host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina","mgp17406"
"mgm4691127",343572399,1192561,0.47919201544866,306520316,306520316,2570269495648441,301,258,50,593,"host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina","mgp17406"
"mgm4691131",2276100951,15831737,0.551097049129305,1764760892,1764760892,11146982115733732,100,100,50,191,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691133",4435576424,31500187,0.456887664923533,3407179227,3407179227,10816377778963660,100,100,50,191,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691134",3897842193,27859260,0.470267889597646,2989595703,2989595703,10731066449719052,100,1000,50,191,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691135",2477049486,17796640,0.474955465078409,1900868958,1900868958,10681055289088278,100,1000,50,191,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691136",4364093663,29778102,0.531218428766575,3392524646,3392524646,11392682602806586,100,1000,50,191,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691137",2966803024,21286192,0.487240368754168,2275468032,2275468032,10689878358703144,100,1000,50,191,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691138",2644195910,18281197,0.57782819443409,2052022460,2052022460,11224770784976498,100,100,50,191,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691140",4231868867,29595888,0.4650928034072,3266312942,3266312942,11036374181440340,100,1000,50,191,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
