"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","PI_lastname","seq_method","biosphere","ecosystem"
"mgm4623344","human-associated habitat","feces","host-associated",NA,"Donor2Day8_Reads","Chemostat","metagenome","WGS",NA,"USA",32.8774915,-117.2352765,"terrestrial biome","mgp10563","host-associated","animal_feces","pride","ion torrent","terrestrial","animal_host-associated"
"mgm4623345","human-associated habitat","feces","host-associated",NA,"Donor8Day12_Reads","Chemostat","metagenome","WGS",NA,"USA",32.8774915,-117.2352765,"terrestrial biome","mgp10563","host-associated","animal_feces","pride","ion torrent","terrestrial","animal_host-associated"
"mgm4623346","human-associated habitat","feces","host-associated",NA,"Donor8Day18_Reads","Chemostat","metagenome","WGS",NA,"USA",32.8774915,-117.2352765,"terrestrial biome","mgp10563","host-associated","animal_feces","pride","ion torrent","terrestrial","animal_host-associated"
"mgm4623347","human-associated habitat","feces","host-associated",NA,"Donor8Day3_Reads","Chemostat","metagenome","WGS",NA,"USA",32.8774915,-117.2352765,"terrestrial biome","mgp10563","host-associated","animal_feces","pride","ion torrent","terrestrial","animal_host-associated"
"mgm4623348","human-associated habitat","feces","host-associated",NA,"Donor8Day6_Reads","Chemostat","metagenome","WGS",NA,"USA",32.8774915,-117.2352765,"terrestrial biome","mgp10563","host-associated","animal_feces","pride","ion torrent","terrestrial","animal_host-associated"
"mgm4623349","human-associated habitat","feces","host-associated",NA,"Donor9Day12_Reads","Chemostat","metagenome","WGS",NA,"USA",32.8774915,-117.2352765,"terrestrial biome","mgp10563","host-associated","animal_feces","pride","ion torrent","terrestrial","animal_host-associated"
"mgm4623350","human-associated habitat","feces","host-associated",NA,"Donor9Day18_Reads","Chemostat","metagenome","WGS",NA,"USA",32.8774915,-117.2352765,"terrestrial biome","mgp10563","host-associated","animal_feces","pride","ion torrent","terrestrial","animal_host-associated"
"mgm4623351","human-associated habitat","feces","host-associated",NA,"Donor9Day3_Reads","Chemostat","metagenome","WGS",NA,"USA",32.8774915,-117.2352765,"terrestrial biome","mgp10563","host-associated","animal_feces","pride","ion torrent","terrestrial","animal_host-associated"
"mgm4623352","human-associated habitat","feces","host-associated",NA,"Donor9Day6_Reads","Chemostat","metagenome","WGS",NA,"USA",32.8774915,-117.2352765,"terrestrial biome","mgp10563","host-associated","animal_feces","pride","ion torrent","terrestrial","animal_host-associated"
"mgm4624489","animal house","feces","host-associated",NA,"XT42ProtB14d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624490","animal house","feces","host-associated",NA,"XT27ProtA42d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624491","animal house","feces","host-associated",NA,"XT17ProtD14d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624492","animal house","feces","host-associated",NA,"XT28ProtA42d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624493","animal house","feces","host-associated",NA,"XT25ProtA42d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624494","animal house","feces","host-associated",NA,"XT29ProtA42d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624495","animal house","feces","host-associated",NA,"XT23ProtD14d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624496","animal house","feces","host-associated",NA,"XT9ProtA14d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624497","animal house","feces","host-associated",NA,"XT7ProtB42d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624498","animal house","feces","host-associated",NA,"XT30ProtD42d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624499","animal house","feces","host-associated",NA,"XT22ProtD14d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624500","animal house","feces","host-associated",NA,"XT31ProtD42d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624501","animal house","feces","host-associated",NA,"XT6ProtB42d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624502","animal house","feces","host-associated",NA,"XT24ProtB42d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624503","animal house","feces","host-associated",NA,"XT41ProtB14d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624504","animal house","feces","host-associated",NA,"XT44ProtB42d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624505","animal house","feces","host-associated",NA,"XT33ProtD42d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624506","animal house","feces","host-associated",NA,"XT32ProtD42d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624507","animal house","feces","host-associated",NA,"XT34ProtD42d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624508","animal house","feces","host-associated",NA,"XT12ProtA14d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624509","animal house","feces","host-associated",NA,"XT18ProtD14d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624510","animal house","feces","host-associated",NA,"XT5ProtB14d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624511","animal house","feces","host-associated",NA,"XT10ProtA14d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624512","animal house","feces","host-associated",NA,"XT15ProtA14d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624513","animal house","feces","host-associated",NA,"XT26ProtA42d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624514","animal house","feces","host-associated",NA,"XT3ProtB14d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624515","animal house","feces","host-associated",NA,"XT21ProtB14d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624516","animal house","feces","host-associated",NA,"XT43ProtB42d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624517","animal house","feces","host-associated",NA,"XT20ProtD14d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624518","animal house","feces","host-associated",NA,"XT14ProtA14d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624873","animal house","feces","host-associated",NA,"XT54Lowlactocieco14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624874","animal house","feces","host-associated",NA,"XT30Highlactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624875","animal house","feces","host-associated",NA,"XT50Ingluvie1d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624876","animal house","feces","host-associated",NA,"XT56Highlactocieco14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624877","animal house","feces","host-associated",NA,"XT38Highlactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624878","animal house","feces","host-associated",NA,"XT53Lowlactocieco14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624879","animal house","feces","host-associated",NA,"XT31Lowlactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624880","animal house","feces","host-associated",NA,"XT52Lowlactocieco14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624881","animal house","feces","host-associated",NA,"XT55Lowlactocieco14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624882","animal house","feces","host-associated",NA,"XT27Lowlactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624883","animal house","feces","host-associated",NA,"XT39Highlactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624884","animal house","feces","host-associated",NA,"XT40Highlactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624885","animal house","feces","host-associated",NA,"XT57Highlactocieco14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624886","animal house","feces","host-associated",NA,"XT36Highlactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624887","animal house","feces","host-associated",NA,"XT49Ingluvie1d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624888","animal house","feces","host-associated",NA,"XT34Lowlactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624889","animal house","feces","host-associated",NA,"XT32Lowlactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624890","animal house","feces","host-associated",NA,"XT58Highlactocieco14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624891","animal house","feces","host-associated",NA,"XT47Ingluvie1d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624892","animal house","feces","host-associated",NA,"XT59Highlactocieco14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624893","animal house","feces","host-associated",NA,"XT48Ingluvie1d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624894","animal house","feces","host-associated",NA,"XT46Ingluvie1d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624895","animal house","feces","host-associated",NA,"XT28Lowlactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624896","animal house","feces","host-associated",NA,"XT37Highlactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624897","animal house","feces","host-associated",NA,"XT29Highlactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624898","animal house","feces","host-associated",NA,"XT45Cieco1d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624899","animal house","feces","host-associated",NA,"XT35Lowlactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624900","animal house","feces","host-associated",NA,"XT33Lowlactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624901","animal house","feces","host-associated",NA,"XT51Lowlactocieco14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4624902","animal house","feces","host-associated",NA,"XT60HighLactocieco14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625261","animal house","feces","host-associated",NA,"XT121ControlLactocieco1d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625262","animal house","feces","host-associated",NA,"XT75Controllactocieco42d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625263","animal house","feces","host-associated",NA,"XT120ControlLactocieco1d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625264","animal house","feces","host-associated",NA,"XT90Highlactoingluvie14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625265","animal house","feces","host-associated",NA,"XT122ControlLactocieco1d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625266","animal house","feces","host-associated",NA,"XT109Highlactoingluvie35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625267","animal house","feces","host-associated",NA,"XT115Controllactoingluvie35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625269","animal house","feces","host-associated",NA,"XT76Controllactocieco42d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625270","animal house","feces","host-associated",NA,"XT119ControlLactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625271","animal house","feces","host-associated",NA,"XT63Controllactocieco14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625272","animal house","feces","host-associated",NA,"XT83Highlactocieco42d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625273","animal house","feces","host-associated",NA,"XT82Highlactocieco42d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625274","animal house","feces","host-associated",NA,"XT118ControlLactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625275","animal house","feces","host-associated",NA,"XT70Controllactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625276","animal house","feces","host-associated",NA,"XT66Controllactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625277","animal house","feces","host-associated",NA,"XT114Controllactoingluvie35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625278","animal house","feces","host-associated",NA,"XT65Controllactocieco14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625279","animal house","feces","host-associated",NA,"XT73Controllactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625280","animal house","feces","host-associated",NA,"XT105Highlactoingluvie35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625282","animal house","feces","host-associated",NA,"XT110Highlactoingluvie35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625283","animal house","feces","host-associated",NA,"XT99Lowlactoingluvie35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625284","animal house","feces","host-associated",NA,"XT89Highlactoingluvie14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625285","animal house","feces","host-associated",NA,"XT80Highlactocieco42d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625286","animal house","feces","host-associated",NA,"XT106Highlactoingluvie35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625287","animal house","feces","host-associated",NA,"XT81Highlactocieco42d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625288","animal house","feces","host-associated",NA,"XT79Highlactocieco42d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625289","animal house","feces","host-associated",NA,"XT96Controlactoingluvie14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625290","animal house","feces","host-associated",NA,"XT116Controllactoingluvie35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625291","animal house","feces","host-associated",NA,"XT94Controlactoingluvie14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625292","animal house","feces","host-associated",NA,"XT98Controlactoingluvie14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625293","animal house","feces","host-associated",NA,"XT69Controllactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625294","animal house","feces","host-associated",NA,"XT84Lowlactoingluvie14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625295","animal house","feces","host-associated",NA,"XT61Controllactocieco14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625296","animal house","feces","host-associated",NA,"XT85Lowlactoingluvie14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625297","animal house","feces","host-associated",NA,"XT74Controllactocieco42d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625298","animal house","feces","host-associated",NA,"XT91Highlactoingluvie14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625299","animal house","feces","host-associated",NA,"XT87Lowlactoingluvie14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625300","animal house","feces","host-associated",NA,"XT108Highlactoingluvie35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625302","animal house","feces","host-associated",NA,"XT62Controllactocieco14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625303","animal house","feces","host-associated",NA,"XT86Lowlactoingluvie14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625304","animal house","feces","host-associated",NA,"XT77Controllactocieco42d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625305","animal house","feces","host-associated",NA,"XT97Controlactoingluvie14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625306","animal house","feces","host-associated",NA,"XT95Controlactoingluvie14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625307","animal house","feces","host-associated",NA,"XT71Controllactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
