samples,feature,material,env.package,metagenome_taxonomy,sample_name,project_name,investigation_type,sequence_type,continent,country,latitude,longitude,raw_biome,project_id,life_style,habitat,biosphere,ecosystem,Realm,Biome,Functional_group
mgm4536606,livestock-associated habitat,bodily fluid,host-associated,NA,4RU,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536607,livestock-associated habitat,bodily fluid,host-associated,NA,5DJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536608,livestock-associated habitat,bodily fluid,host-associated,NA,5IL,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536609,livestock-associated habitat,bodily fluid,host-associated,NA,5MJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536610,livestock-associated habitat,bodily fluid,host-associated,NA,5RU,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536611,livestock-associated habitat,bodily fluid,host-associated,NA,7DJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536612,livestock-associated habitat,bodily fluid,host-associated,NA,7IL,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536613,livestock-associated habitat,bodily fluid,host-associated,NA,7MJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536614,livestock-associated habitat,bodily fluid,host-associated,NA,7RU,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536840,livestock-associated habitat,bodily fluid,host-associated,NA,10DJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536841,livestock-associated habitat,bodily fluid,host-associated,NA,10IL,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536842,livestock-associated habitat,bodily fluid,host-associated,NA,10MJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536843,livestock-associated habitat,bodily fluid,host-associated,NA,10RU,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536844,livestock-associated habitat,bodily fluid,host-associated,NA,12DJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536845,livestock-associated habitat,bodily fluid,host-associated,NA,12IL,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536846,livestock-associated habitat,bodily fluid,host-associated,NA,12MJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536847,livestock-associated habitat,bodily fluid,host-associated,NA,12RU,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536848,livestock-associated habitat,bodily fluid,host-associated,NA,13DJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536849,livestock-associated habitat,bodily fluid,host-associated,NA,13IL,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536850,livestock-associated habitat,bodily fluid,host-associated,NA,8DJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536851,livestock-associated habitat,bodily fluid,host-associated,NA,8IL,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536852,livestock-associated habitat,bodily fluid,host-associated,NA,8MJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536853,livestock-associated habitat,bodily fluid,host-associated,NA,8RU,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536854,livestock-associated habitat,bodily fluid,host-associated,NA,9DJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536855,livestock-associated habitat,bodily fluid,host-associated,NA,9IL,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536856,livestock-associated habitat,bodily fluid,host-associated,NA,9MJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4536857,livestock-associated habitat,bodily fluid,host-associated,NA,9RU,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537106,livestock-associated habitat,bodily fluid,host-associated,NA,13MJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537107,livestock-associated habitat,bodily fluid,host-associated,NA,13RU,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537108,livestock-associated habitat,bodily fluid,host-associated,NA,14DJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537109,livestock-associated habitat,bodily fluid,host-associated,NA,14IL,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537110,livestock-associated habitat,bodily fluid,host-associated,NA,14MJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537111,livestock-associated habitat,bodily fluid,host-associated,NA,14RU,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537119,livestock-associated habitat,bodily fluid,host-associated,NA,17RU,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537120,livestock-associated habitat,bodily fluid,host-associated,NA,18DJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537121,livestock-associated habitat,bodily fluid,host-associated,NA,18IL,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537122,livestock-associated habitat,bodily fluid,host-associated,NA,18MJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537123,livestock-associated habitat,bodily fluid,host-associated,NA,18RU,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537124,livestock-associated habitat,bodily fluid,host-associated,NA,21DJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537125,livestock-associated habitat,bodily fluid,host-associated,NA,21IL,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537126,livestock-associated habitat,bodily fluid,host-associated,NA,21MJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537127,livestock-associated habitat,bodily fluid,host-associated,NA,21RU,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537128,livestock-associated habitat,bodily fluid,host-associated,NA,22DJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537129,livestock-associated habitat,bodily fluid,host-associated,NA,22IL,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537130,livestock-associated habitat,bodily fluid,host-associated,NA,22MJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537131,livestock-associated habitat,bodily fluid,host-associated,NA,22RU,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537132,livestock-associated habitat,bodily fluid,host-associated,NA,23DJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537133,livestock-associated habitat,bodily fluid,host-associated,NA,23IL,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537134,livestock-associated habitat,bodily fluid,host-associated,NA,23MJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537135,livestock-associated habitat,bodily fluid,host-associated,NA,23RU,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537136,livestock-associated habitat,bodily fluid,host-associated,NA,24DJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537137,livestock-associated habitat,bodily fluid,host-associated,NA,24IL,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537138,livestock-associated habitat,bodily fluid,host-associated,NA,24MJ,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537139,livestock-associated habitat,bodily fluid,host-associated,NA,24RU,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4537190,grassland,Soil,soil,NA,Roth-Chitin-Control-0x20A,METASOIL,metagenome,WGS,NA,United Kingdom,51.481481,0.222231,terrestrial biome,mgp6111,free-living,grassland,terrestrial,soil,Terrestrial,Savannas_and_grasslands ,
mgm4537191,grassland,Soil,soil,NA,Roth-Chitin-Control-0x20B,METASOIL,metagenome,WGS,NA,United Kingdom,51.481481,0.222231,terrestrial biome,mgp6111,free-living,grassland,terrestrial,soil,Terrestrial,Savannas_and_grasslands ,
mgm4537192,grassland,Soil,soil,NA,Roth-Chitin-High-10x20A,METASOIL,metagenome,WGS,NA,United Kingdom,51.481481,0.222231,terrestrial biome,mgp6111,free-living,grassland,terrestrial,soil,Terrestrial,Savannas_and_grasslands ,
mgm4537193,grassland,Soil,soil,NA,Roth-Chitin-High-10x20B,METASOIL,metagenome,WGS,NA,United Kingdom,51.481481,0.222231,terrestrial biome,mgp6111,free-living,grassland,terrestrial,soil,Terrestrial,Savannas_and_grasslands ,
mgm4537194,grassland,Soil,soil,NA,Roth-Chitin-Low-1x20A,METASOIL,metagenome,WGS,NA,United Kingdom,51.481481,0.222231,terrestrial biome,mgp6111,free-living,grassland,terrestrial,soil,Terrestrial,Savannas_and_grasslands ,
mgm4537195,grassland,Soil,soil,NA,Roth-Chitin-Low-1x20B,METASOIL,metagenome,WGS,NA,United Kingdom,51.481481,0.222231,terrestrial biome,mgp6111,free-living,grassland,terrestrial,soil,Terrestrial,Savannas_and_grasslands ,
mgm4537983,anaerobic bioreactor,anaerobic sediment,wastewater|sludge,NA,Alkaline reactor (R2-060613-1-2-MGRDefaultOpt),Anaerobic Alkaline Reactor,metagenome,WGS,NA,Germany,52.0395566,8.4931645,terrestrial biome,mgp6226,free-living,anaerobic_sediment,terrestrial,sediment,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4543715,park,soil,soil,NA,AK_WGA_An,Soil metagenomes comparison in forensics,metagenome,WGS,NA,Australia,-35.029006,138.571508,terrestrial biome,mgp3940,free-living,park_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4543716,park,soil,soil,NA,AK_WGA_As,Soil metagenomes comparison in forensics,metagenome,WGS,NA,Australia,-35.029006,138.571508,terrestrial biome,mgp3940,free-living,park_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4543717,park,soil,soil,NA,AK_WGA_Aw,Soil metagenomes comparison in forensics,metagenome,WGS,NA,Australia,-35.029006,138.571508,terrestrial biome,mgp3940,free-living,park_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4543718,park,soil,soil,NA,AK_WGA_Be,Soil metagenomes comparison in forensics,metagenome,WGS,NA,Australia,-35.016136,138.536675,terrestrial biome,mgp3940,free-living,park_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4543719,park,soil,soil,NA,AK_WGA_Bn,Soil metagenomes comparison in forensics,metagenome,WGS,NA,Australia,-35.016136,138.536675,terrestrial biome,mgp3940,free-living,park_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4543720,park,soil,soil,NA,AK_WGA_Bs,Soil metagenomes comparison in forensics,metagenome,WGS,NA,Australia,-35.016136,138.536675,terrestrial biome,mgp3940,free-living,park_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4544079,anaerobic bioreactor,anaerobic sediment,wastewater|sludge,NA,Alkaline anaerobic reactor (Min100-max450bp reads),Anaerobic Alkaline Reactor,metagenome,WGS,NA,Germany,52.0395566,8.4931645,terrestrial biome,mgp6226,free-living,anaerobic_sediment,terrestrial,sediment,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4544115,waste treatment plant,compost,plant-associated,NA,LCBL_1_AllReads_clip,Biomines,metagenome,WGS,NA,France,48.8070,21.37,terrestrial biome,mgp6843,free-living,compost,terrestrial,soil,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4544116,waste treatment plant,compost,plant-associated,NA,LCBL_2_AllReads_clip,Biomines,metagenome,WGS,NA,France,48.8070,21.37,terrestrial biome,mgp6843,free-living,compost,terrestrial,soil,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4544117,waste treatment plant,compost,plant-associated,NA,LCBS_1_AllReads_clip,Biomines,metagenome,WGS,NA,France,48.8070,21.37,terrestrial biome,mgp6843,free-living,compost,terrestrial,soil,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4544118,waste treatment plant,compost,plant-associated,NA,LCBS_2_AllReads_clip,Biomines,metagenome,WGS,NA,France,48.8070,21.37,terrestrial biome,mgp6843,free-living,compost,terrestrial,soil,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4545162,microbial feature,anaerobic digester sludge,wastewater|sludge,NA,Spirulina-S1,Spirulina-S1 (Labscale biogas reactor),metagenome,WGS,NA,Germany,52.0212965,8.5302966,terrestrial biome,mgp7007,free-living,sludge,freshwater,wastewater,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4545349,microbial feature,anaerobic digester sludge,wastewater|sludge,NA,Sebastian-trimmed,Sebastian-trimmed,metagenome,WGS,NA,Germany,52.0212965,8.5302966,terrestrial biome,mgp7025,free-living,sludge,freshwater,wastewater,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4546278,livestock-associated habitat,bodily fluid,host-associated,NA,3IL,calfstudy_digesta,metagenome,WGS,NA,Canada,62.2270,-105.3809,terrestrial biome,mgp6020,host-associated,bodily_fluid,terrestrial,animal_host-associated,Terrestrial,Temperate-boreal_forests_and_woodlands,Boreal_and_temperate_high_montane_forests_and_woodlands
mgm4547358,human-associated habitat,saliva,human-oral,NA,D1Saliva_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547359,human-associated habitat,saliva,human-oral,NA,D1Sub_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547360,human-associated habitat,saliva,human-oral,NA,D1Supra_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547361,human-associated habitat,saliva,human-oral,NA,D2Saliva_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547362,human-associated habitat,saliva,human-oral,NA,D2Sub_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547363,human-associated habitat,saliva,human-oral,NA,D2Supra_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547364,human-associated habitat,saliva,human-oral,NA,D3Saliva_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547365,human-associated habitat,saliva,human-oral,NA,D3Sub_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547366,human-associated habitat,saliva,human-oral,NA,D3Supra_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547368,human-associated habitat,saliva,human-oral,NA,D4Sub_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547369,human-associated habitat,saliva,human-oral,NA,D4Supra_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547373,human-associated habitat,saliva,human-oral,NA,D6Saliva_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547374,human-associated habitat,saliva,human-oral,NA,D6Sub_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
