"samples","file_size","total_number_of_reads","GC_content","total_number_of_bases","complete_sequence_length","average_read_size","read_size_mode","read_size_median","lowest_read_size","highest_read_size","life_style","biosphere","ecosystem","habitat","country","project_name","latitude","longitude","PI_lastname","seq_method"
"mgm4664865",1916834944,9644554,0.613432967874428,1609320204,1609320204,166.863102638028,171,168,50,190,"free-living","terrestrial","soil","pasture_soil","USA","NEON Soil Metagenomes",28.04385,-81.3936,"stanish neon microbial contact","illumina"
"mgm4664867",826276770,4077421,0.616669058318238,696910322,696910322,170.919392920182,177,173,50,190,"free-living","terrestrial","soil","pasture_soil","USA","NEON Soil Metagenomes",38.897609,-78.152007,"stanish neon microbial contact","illumina"
"mgm4664868",1796863756,9315054,0.603566144404184,1499893048,1499893048,161.018180678287,165,162,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",42.42427,-72.258289,"stanish neon microbial contact","illumina"
"mgm4664869",2490058891,12570559,0.594345041260924,2086340457,2086340457,165.970380235278,171,167,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",42.39236,-72.25444,"stanish neon microbial contact","illumina"
"mgm4664870",2302362915,11242444,0.615513670753431,1942472164,1942472164,172.780239243353,177,174,50,190,"free-living","terrestrial","soil","pasture_soil","USA","NEON Soil Metagenomes",28.04404,-81.39378,"stanish neon microbial contact","illumina"
"mgm4664873",2171724865,11118281,0.605163480037621,1815932265,1815932265,163.328509596043,166,164,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",42.42724,-72.22955,"stanish neon microbial contact","illumina"
"mgm4664874",2166540606,11063370,0.602380403613445,1812559591,1812559591,163.834310070078,168,165,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",32.898843,-87.446128,"stanish neon microbial contact","illumina"
"mgm4664876",1941942568,10842513,0.598208982079378,1595248583,1595248583,147.129044991692,150,148,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",42.427095,-72.229723,"stanish neon microbial contact","illumina"
"mgm4664877",1709227351,8485862,0.581602752085665,1438790678,1438790678,169.551505551233,175,171,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",29.677642,-82.024148,"stanish neon microbial contact","illumina"
"mgm4664879",2635218643,13538781,0.592972850272358,2199548437,2199548437,162.462812346252,165,163,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",32.977667,-87.432716,"stanish neon microbial contact","illumina"
"mgm4664881",2573415197,13001241,0.590886032803593,2155483400,2155483400,165.79058875995,169,167,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",42.42698,-72.22959,"stanish neon microbial contact","illumina"
"mgm4664882",2426396624,11920903,0.597280358286305,2044116757,2044116757,171.473315150706,178,173,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",29.684073,-81.959108,"stanish neon microbial contact","illumina"
"mgm4664884",1298180537,6328890,0.61500121303331,1096767079,1096767079,173.295329670764,180,175,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",29.686609,-81.983,"stanish neon microbial contact","illumina"
"mgm4664886",1900700209,9823579,0.605108120261051,1587456674,1587456674,161.596570252044,165,162,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",29.677642,-82.024148,"stanish neon microbial contact","illumina"
"mgm4664887",2717653957,13750970,0.599462677322571,2274981964,2274981964,165.441562595221,171,167,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",29.679299,-81.946352,"stanish neon microbial contact","illumina"
"mgm4664888",2197813415,11203126,0.58003545202909,1839218281,1839218281,164.17009689974,168,165,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",42.42411,-72.25827,"stanish neon microbial contact","illumina"
"mgm4664892",2571049868,13033157,0.592787955673641,2152065697,2152065697,165.122364213061,169,166,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",42.42416,-72.25838,"stanish neon microbial contact","illumina"
"mgm4664893",1568744956,7720639,0.602945559934406,1322795559,1322795559,171.332393471577,177,173,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",42.42427,-72.258289,"stanish neon microbial contact","illumina"
"mgm4664894",3110054188,15843229,0.5999948126061,2598337481,2598337481,164.003024951542,168,165,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",32.957884,-87.432613,"stanish neon microbial contact","illumina"
"mgm4664895",2294414214,11386630,0.590994591646201,1929765394,1929765394,169.476429285926,174,171,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",32.977667,-87.432716,"stanish neon microbial contact","illumina"
"mgm4664896",2253998028,11079725,0.607667104065331,1899476918,1899476918,171.43718982195,180,173,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",38.895212,-78.142701,"stanish neon microbial contact","illumina"
"mgm4664897",2166685872,10599347,0.59739601750808,1828016515,1828016515,172.465012703141,180,174,50,190,"free-living","terrestrial","soil","pasture_soil","USA","NEON Soil Metagenomes",28.052638,-81.393374,"stanish neon microbial contact","illumina"
"mgm4664900",1978870945,9940657,0.601389236115097,1661880925,1661880925,167.180189900929,171,168,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",29.67753,-82.02404,"stanish neon microbial contact","illumina"
"mgm4664902",1825469049,9794168,0.605338786376034,1513166707,1513166707,154.496707326237,156,155,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",42.392303,-72.25458,"stanish neon microbial contact","illumina"
"mgm4664903",1341205584,7045918,0.595321929299073,1116847165,1116847165,158.50981589624,160,159,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",42.458487,-72.231987,"stanish neon microbial contact","illumina"
"mgm4664905",1248924816,6164881,0.600991444971765,1052759588,1052759588,170.767219675449,177,173,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",32.95784,-87.43257,"stanish neon microbial contact","illumina"
"mgm4664906",1185756550,5811694,0.603640251817228,1000893395,1000893395,172.220594374033,178,174,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",32.977667,-87.432716,"stanish neon microbial contact","illumina"
"mgm4664907",1997466727,9944896,0.617933258765255,1680341013,1680341013,168.965166955994,177,170,50,190,"free-living","terrestrial","soil","pasture_soil","USA","NEON Soil Metagenomes",38.889095,-78.168896,"stanish neon microbial contact","illumina"
"mgm4664908",1938909113,9674583,0.614391581555672,1630433494,1630433494,168.527521444594,174,170,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",29.702914,-82.008881,"stanish neon microbial contact","illumina"
"mgm4664909",2786408073,14272461,0.607006391065847,2326527430,2326527430,163.008147648818,165,164,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",42.42443,-72.25822,"stanish neon microbial contact","illumina"
"mgm4664910",2464525421,12334333,0.603583848163667,2068602536,2068602536,167.71093629465,171,169,50,190,"free-living","terrestrial","soil","pasture_soil","USA","NEON Soil Metagenomes",28.05265,-81.39357,"stanish neon microbial contact","illumina"
"mgm4664911",1824557515,9287035,0.587698516930275,1528483362,1528483362,164.582491828662,168,166,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",42.42723,-72.2299,"stanish neon microbial contact","illumina"
"mgm4664912",1949471387,9582570,0.639787305108322,1643940187,1643940187,171.555249479002,180,173,50,190,"free-living","terrestrial","soil","pasture_soil","USA","NEON Soil Metagenomes",28.07317,-81.42867,"stanish neon microbial contact","illumina"
"mgm4664913",2118604709,10735754,0.607463023439928,1775434488,1775434488,165.375854178477,171,167,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",29.684073,-81.959108,"stanish neon microbial contact","illumina"
"mgm4664914",3037617083,15167580,0.601241575881121,2548197213,2548197213,168.002885958076,172,169,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",29.67932,-81.94647,"stanish neon microbial contact","illumina"
"mgm4664915",2244523917,11684569,0.605524740955908,1870043226,1870043226,160.043834393892,162,161,50,190,"free-living","terrestrial","soil","pasture_soil","USA","NEON Soil Metagenomes",28.07191,-81.42066,"stanish neon microbial contact","illumina"
"mgm4664916",2663045491,13368620,0.585942767186973,2232990434,2232990434,167.032231748677,172,168,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",42.42415,-72.25817,"stanish neon microbial contact","illumina"
"mgm4664918",13978049546,70631774,0.606270436481464,11658311286,11658311286,165.057602630793,168,166,50,190,"free-living","terrestrial","soil","pasture_soil","USA","NEON Soil Metagenomes",28.073118,-81.428559,"stanish neon microbial contact","illumina"
"mgm4664920",2919909379,14626459,0.605321267266069,2448346371,2448346371,167.391599771346,175,169,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",29.6777,-82.02426,"stanish neon microbial contact","illumina"
"mgm4664922",2054678162,10488506,0.607978176504816,1719667344,1719667344,163.957320899659,165,165,50,190,"free-living","terrestrial","soil","pasture_soil","USA","NEON Soil Metagenomes",28.071776,-81.42062,"stanish neon microbial contact","illumina"
"mgm4664923",1258201799,6448148,0.618706444174324,1052972089,1052972089,163.298374820181,165,164,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",32.92228,-87.429,"stanish neon microbial contact","illumina"
"mgm4664925",5174534397,26323783,0.605545157334727,4316959674,4316959674,163.994653579996,171,165,50,190,"free-living","terrestrial","soil","pasture_soil","USA","NEON Soil Metagenomes",28.043948,-81.393638,"stanish neon microbial contact","illumina"
"mgm4664926",1842183685,9562479,0.607941392780199,1537295376,1537295376,160.763268186001,162,161,50,190,"free-living","terrestrial","soil","pasture_soil","USA","NEON Soil Metagenomes",28.073,-81.42841,"stanish neon microbial contact","illumina"
"mgm4664928",1445664997,7862293,0.591302815085904,1195182568,1195182568,152.014503656885,157,153,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",42.392303,-72.25458,"stanish neon microbial contact","illumina"
"mgm4664929",2056109179,10504725,0.606109335231744,1720563564,1720563564,163.789491300343,168,165,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",32.922158,-87.428893,"stanish neon microbial contact","illumina"
"mgm4664930",2631035222,13644065,0.596592791657587,2191890853,2191890853,160.647933955167,163,161,50,190,"free-living","terrestrial","soil","forest_soil","USA","NEON Soil Metagenomes",32.898843,-87.446128,"stanish neon microbial contact","illumina"
"mgm4665127",4346899937,22394328,0.445895987822888,3372812970,3372812970,150.610144229378,151,151,121,151,"host-associated","terrestrial","animal_host-associated","animal_feces","South Korea","swine AGP",33.455286,126.561612,"unno","illumina"
"mgm4665263",2246647721,10546891,0.455997353394029,1806479715,1806479715,171.280779805158,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665264",2095599626,10035991,0.509658939286408,1675188602,1675188602,166.918105247404,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665265",1906812024,9098233,0.487356124707294,1525591249,1525591249,167.679949392371,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665266",2550608866,12150078,0.492112431254373,2041568577,2041568577,168.029256849215,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665267",2096847006,10111067,0.508970470734995,1672150932,1672150932,165.378286188787,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665270",2108625479,10172149,0.478166562837751,1681347615,1681347615,165.289322344767,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665271",1865157607,9032364,0.505133871502278,1485721058,1485721058,164.488616490655,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665272",1982773970,9297283,0.419835870972078,1595657778,1595657778,171.626245861291,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665273",2305497056,11100888,0.509384530294208,1839061142,1839061142,165.667930529522,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665276",2287126186,10985693,0.492415218415918,1825760089,1825760089,166.194348321949,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665277",2306236027,11140471,0.510995398361987,1838327347,1838327347,165.013431389032,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665278",2143939904,10435797,0.48995376813372,1704600016,1704600016,163.341622685838,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665279",2240043864,10528276,0.439559537603464,1800931399,1800931399,171.056628739596,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665280",1994059686,9655612,0.491527783560939,1588255753,1588255753,164.490428260788,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665281",2087481150,9953633,0.500416031977831,1670399241,1670399241,167.818046034046,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665282",2005041918,9830926,0.463344001360502,1590812409,1590812409,161.817148150642,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665283",2093632590,10154926,0.506725994350918,1666690145,1666690145,164.126271821183,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665284",2079330639,9748524,0.47107992547264,1673221760,1673221760,171.638471629141,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665285",1856745587,9087752,0.506303404417494,1474197336,1474197336,162.21804204164,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665286",1882038451,8967137,0.506801833365605,1506338284,1506338284,167.984305804629,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665287",1849477098,8896478,0.494637313315711,1480190708,1480190708,166.379404074286,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665288",2214142387,10604693,0.478813878591189,1769626907,1769626907,166.872054381961,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665289",1992929981,9589748,0.461760607937877,1590508301,1590508301,165.855067411573,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665291",2108381041,9956870,0.457276377306543,1692060538,1692060538,169.939000710063,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665292",2053090589,9902659,0.466015360898826,1637357832,1637357832,165.345270598533,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665293",1784398169,8566758,0.509208698882105,1424897987,1424897987,166.32873100886,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665294",2118796679,10345635,0.48203239108173,1683431398,1683431398,162.719001588593,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665295",1696192228,8172305,0.498879171450926,1353031649,1353031649,165.563038702055,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665296",2138495913,10412647,0.48604164754571,1700152477,1700152477,163.277644675749,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665297",2200597895,10605456,0.510845632812674,1755019954,1755019954,165.482743410562,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665298",2100321128,10262173,0.490078646799325,1668099670,1668099670,162.548387169072,151,151,50,294,"host-associated","terrestrial","animal_host-associated","rumen","USA","Sorghum_cattle",35.190525,-102.063912,"latham","illumina"
"mgm4665881",1922782476,14431994,0.452453487016485,1457631394,1457631394,101,101,101,101,101,"host-associated","terrestrial","human_host-associated","saliva","USA","NARCH_Periodontal",32.7747,-117.0694,"kelley","illumina"
"mgm4665882",1612600388,12117196,0.477512515484132,1223836796,1223836796,101,101,101,101,101,"host-associated","terrestrial","human_host-associated","saliva","USA","NARCH_Periodontal",32.7747,-117.0694,"kelley","illumina"
"mgm4665883",3044260432,22801223,0.474717339104621,2302923523,2302923523,101,101,101,101,101,"host-associated","terrestrial","human_host-associated","saliva","USA","NARCH_Periodontal",32.7747,-117.0694,"kelley","illumina"
"mgm4665884",2498258079,18726580,0.46612131944102,1891384580,1891384580,101,101,101,101,101,"host-associated","terrestrial","human_host-associated","saliva","USA","NARCH_Periodontal",32.7747,-117.0694,"kelley","illumina"
"mgm4665885",2305607850,17288876,0.436373398378092,1746176476,1746176476,101,101,101,101,101,"host-associated","terrestrial","human_host-associated","saliva","USA","NARCH_Periodontal",32.7747,-117.0694,"kelley","illumina"
"mgm4665886",3120871592,23372942,0.43959083156502,2360667142,2360667142,101,101,101,101,101,"host-associated","terrestrial","human_host-associated","saliva","USA","NARCH_Periodontal",32.7747,-117.0694,"kelley","illumina"
"mgm4665887",2252968862,16896050,0.446274575102078,1706501050,1706501050,101,101,101,101,101,"host-associated","terrestrial","human_host-associated","saliva","USA","NARCH_Periodontal",32.7747,-117.0694,"kelley","illumina"
"mgm4665888",2265348130,16988427,0.462956346635854,1715831127,1715831127,101,101,101,101,101,"host-associated","terrestrial","human_host-associated","saliva","USA","NARCH_Periodontal",32.7747,-117.0694,"kelley","illumina"
"mgm4665889",1850992359,13896203,0.441802200882279,1403516503,1403516503,101,101,101,101,101,"host-associated","terrestrial","human_host-associated","saliva","USA","NARCH_Periodontal",32.7747,-117.0694,"kelley","illumina"
"mgm4665890",1974162942,14815394,0.455068290441819,1496354794,1496354794,101,101,101,101,101,"host-associated","terrestrial","human_host-associated","saliva","USA","NARCH_Periodontal",32.7747,-117.0694,"kelley","illumina"
"mgm4665891",2527191310,18942487,0.456109913075823,1913191187,1913191187,101,101,101,101,101,"host-associated","terrestrial","human_host-associated","saliva","USA","NARCH_Periodontal",32.7747,-117.0694,"kelley","illumina"
"mgm4665892",1388618890,10445678,0.499430199696463,1055013478,1055013478,101,101,101,101,101,"host-associated","terrestrial","human_host-associated","saliva","USA","NARCH_Periodontal",32.7747,-117.0694,"kelley","illumina"
"mgm4666066",1420061383,10680320,0.429793074950697,1078712320,1078712320,101,101,101,101,101,"host-associated","terrestrial","human_host-associated","saliva","USA","NARCH_Periodontal",32.7747,-117.0694,"kelley","illumina"
"mgm4666067",289646542,2186142,0.50470873364861,220800342,220800342,101,101,101,101,101,"host-associated","terrestrial","human_host-associated","saliva","USA","NARCH_Periodontal",32.7747,-117.0694,"kelley","illumina"
"mgm4666069",400631489,3020616,0.489295832963269,305082216,305082216,101,101,101,101,101,"host-associated","terrestrial","human_host-associated","saliva","USA","NARCH_Periodontal",32.7747,-117.0694,"kelley","illumina"
"mgm4666070",1282140498,9648503,0.496680397666943,974498803,974498803,101,101,101,101,101,"host-associated","terrestrial","human_host-associated","saliva","USA","NARCH_Periodontal",32.7747,-117.0694,"kelley","illumina"
"mgm4666325",5036931918,26018106,0.435431265535064,3905209930,3905209930,150.095857477097,151,151,121,151,"host-associated","terrestrial","animal_host-associated","animal_feces","South Korea","swine AGP",33.455286,126.561612,"unno","illumina"
"mgm4666326",5206889267,26901199,0.432925729422961,4036770481,4036770481,150.05912862843,151,151,121,151,"host-associated","terrestrial","animal_host-associated","animal_feces","South Korea","swine AGP",33.455286,126.561612,"unno","illumina"
"mgm4666327",4774567260,24596567,0.430398268066818,3704692575,3704692575,150.618278355675,151,151,121,151,"host-associated","terrestrial","animal_host-associated","animal_feces","South Korea","swine AGP",33.455286,126.561612,"unno","illumina"
"mgm4666456",721090108,4135081,0.582898943384781,589878405,589878405,142.652200767047,151,151,50,151,"free-living","terrestrial","soil","peat_soil","United Kingdom","BogDrought_negative_removed_unpaired",53.140317,-4.070982,"creer","illumina"
"mgm4667018",1226444829,3987147,0.464001209076076,1099967179,1099967179,275.878260570779,257,280,50,482,"free-living","terrestrial","soil","desert_soil","Antarctica","Antarctic Ecotone, Mackay Glacier, All Samples",-76.160767,162.01583,"cowan","illumina"
"mgm4667019",761090278,2394425,0.558178079480187,685579764,685579764,286.323340259144,258,292,50,482,"free-living","terrestrial","soil","desert_soil","Antarctica","Antarctic Ecotone, Mackay Glacier, All Samples",-77.0247,161.759167,"cowan","illumina"
"mgm4667020",1029711349,3191299,0.490123175768321,928700844,928700844,291.010288913699,257,297,50,482,"free-living","terrestrial","soil","desert_soil","Antarctica","Antarctic Ecotone, Mackay Glacier, All Samples",-77.01915,161.782183,"cowan","illumina"
"mgm4667021",1127198331,3519965,0.493448896469607,1015670485,1015670485,288.545620482022,259,296,50,482,"free-living","terrestrial","soil","desert_soil","Antarctica","Antarctic Ecotone, Mackay Glacier, All Samples",-77.0262,161.674833,"cowan","illumina"
"mgm4667022",1043651469,3278443,0.466331298321525,939852368,939852368,286.67644000521,257,290,50,482,"free-living","terrestrial","soil","desert_soil","Antarctica","Antarctic Ecotone, Mackay Glacier, All Samples",-77.006283,162.39735,"cowan","illumina"
"mgm4667023",820060884,2514403,0.478227019013573,740711068,740711068,294.587251128797,257,300,50,482,"free-living","terrestrial","soil","desert_soil","Antarctica","Antarctic Ecotone, Mackay Glacier, All Samples",-77.018183,161.741783,"cowan","illumina"
"mgm4667024",863295027,2587355,0.489658998553193,781610760,781610760,302.088719947591,258,311,50,482,"free-living","terrestrial","soil","desert_soil","Antarctica","Antarctic Ecotone, Mackay Glacier, All Samples",-76.783417,161.450233,"cowan","illumina"
"mgm4667025",904740096,2873746,0.473442203490125,813891299,813891299,283.21615723867,255,288,50,482,"free-living","terrestrial","soil","desert_soil","Antarctica","Antarctic Ecotone, Mackay Glacier, All Samples",-76.822633,162.107033,"cowan","illumina"
"mgm4667026",1669137419,5322816,0.471043739726691,1499918380,1499918380,281.790386892953,258,288,50,482,"free-living","terrestrial","soil","desert_soil","Antarctica","Antarctic Ecotone, Mackay Glacier, All Samples",-77.046033,161.359317,"cowan","illumina"
"mgm4667027",994172129,3060634,0.465428612902125,897342936,897342936,293.188579882469,257,297,50,482,"free-living","terrestrial","soil","desert_soil","Antarctica","Antarctic Ecotone, Mackay Glacier, All Samples",-76.869067,161.752467,"cowan","illumina"
"mgm4667028",959173518,2991295,0.489323152982725,864563151,864563151,289.026375198702,255,295,50,482,"free-living","terrestrial","soil","desert_soil","Antarctica","Antarctic Ecotone, Mackay Glacier, All Samples",-77.018367,161.709783,"cowan","illumina"
"mgm4667029",1767829449,5759179,0.470089515647234,1584646756,1584646756,275.15150267078,257,277,50,482,"free-living","terrestrial","soil","desert_soil","Antarctica","Antarctic Ecotone, Mackay Glacier, All Samples",-77.023067,161.713233,"cowan","illumina"
"mgm4667030",1899252886,5989362,0.429534944081775,1708704349,1708704349,285.289877118798,254,292,50,482,"free-living","terrestrial","soil","desert_soil","Antarctica","Antarctic Ecotone, Mackay Glacier, All Samples",-76.952217,161.404383,"cowan","illumina"
"mgm4667031",812983365,2508693,0.51961795562278,733816218,733816218,292.509373606097,254,298,50,482,"free-living","terrestrial","soil","desert_soil","Antarctica","Antarctic Ecotone, Mackay Glacier, All Samples",-76.11045,162.013983,"cowan","illumina"
"mgm4667032",896872104,3141897,0.456305433653902,797442472,797442472,253.80923435746,255,264,50,475,"free-living","terrestrial","soil","desert_soil","Antarctica","Antarctic Ecotone, Mackay Glacier, All Samples",-76.72885,161.01165,"cowan","illumina"
"mgm4667033",724452848,2241960,0.578202631505951,653821208,653821208,291.629292226445,256,298,50,482,"free-living","terrestrial","soil","desert_soil","Antarctica","Antarctic Ecotone, Mackay Glacier, All Samples",-77.0109,161.767217,"cowan","illumina"
"mgm4667035",318630040,1039790,0.498447123748357,286467772,286467772,275.505411669664,255,290,50,475,"free-living","terrestrial","soil","desert_soil","Antarctica","Antarctic Ecotone, Mackay Glacier, All Samples",-77.65005,163.116683,"cowan","illumina"
"mgm4667036",728875090,2238818,0.488940798360376,658343996,658343996,294.058738137714,258,302,50,482,"free-living","terrestrial","soil","desert_soil","Antarctica","Antarctic Ecotone, Mackay Glacier, All Samples",-76.967117,161.162167,"cowan","illumina"
"mgm4667084",3306590501,24758925,0.441304330130698,2500651425,2500651425,101,101,101,101,101,"host-associated","terrestrial","human_host-associated","saliva","USA","NARCH_Periodontal",32.7747,-117.0694,"kelley","illumina"
"mgm4667085",2359068571,17687840,0.434021154791894,1786471840,1786471840,101,101,101,101,101,"host-associated","terrestrial","human_host-associated","saliva","USA","NARCH_Periodontal",32.7747,-117.0694,"kelley","illumina"
"mgm4667096",1777788589,13349938,0.492108065843964,1348343738,1348343738,101,101,101,101,101,"host-associated","terrestrial","human_host-associated","saliva","USA","NARCH_Periodontal",32.7747,-117.0694,"kelley","illumina"
"mgm4667097",1405355300,10570586,0.448077507877346,1067629186,1067629186,101,101,101,101,101,"host-associated","terrestrial","human_host-associated","saliva","USA","NARCH_Periodontal",32.7747,-117.0694,"kelley","illumina"
"mgm4667098",991213050,7461075,0.449257000930539,753568575,753568575,101,101,101,101,101,"host-associated","terrestrial","human_host-associated","saliva","USA","NARCH_Periodontal",32.7747,-117.0694,"kelley","illumina"
"mgm4667212",1452243860,10183150,0.496245825478715,1009280996,1009280996,99.1128477926771,101,101,50,101,"free-living","terrestrial","soil","agricultural_soil","Brazil","ORGANIC FERTILIZER: ENVIRONMENTAL INFLUENCE AND BIOTECHNOLOGICAL USE",23.579592,47.586947,"villamizar","illumina"
"mgm4667213",3940541398,28916374,0.625899569147201,2769358123,2769358123,95.7712790338097,101,101,50,101,"free-living","terrestrial","soil","agricultural_soil","Brazil","ORGANIC FERTILIZER: ENVIRONMENTAL INFLUENCE AND BIOTECHNOLOGICAL USE",23.579592,47.586947,"villamizar","illumina"
"mgm4667214",2857509251,20872840,0.546646999507577,1949768130,1949768130,93.4117317049333,101,101,50,101,"free-living","terrestrial","soil","agricultural_soil","Brazil","ORGANIC FERTILIZER: ENVIRONMENTAL INFLUENCE AND BIOTECHNOLOGICAL USE",23.579608,47.586781,"villamizar","illumina"
