"samples","PI_lastname","latitude","longitude","observations","project_id","project_name","seq_meth","biome","life_style","environment","habitat","sequence_count_raw","average_length_raw","standard_deviation_length_raw","average_gc_content_raw","standard_deviation_gc_content_raw","average_gc_ratio_raw","standard_deviation_gc_ratio_raw","bp_count_preprocessed","sequence_count_preprocessed","average_length_preprocessed","standard_deviation_length_preprocessed","average_gc_content_preprocessed","standard_deviation_gc_content_preprocessed","average_gc_ratio_preprocessed","standard_deviation_gc_ratio_preprocessed","file_size_pos_prinseq","file_size_pos_prodigal","orf_count","args_total_count","bp_count_raw","drop"
"mgm4625265","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",6825047,106.41,20794,43317,9272,1418,545,627504105,6061042,103531,23273,43075,9.18,1431,546,901875564,539020643,2995551,0,726252193,"FALSE"
"mgm4625266","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",5269821,105104,19566,40852,9813,1586,612,361718335,3458909,104576,23884,42058,10383,1522,622,518201837,452114116,2498724,1,553880359,"FALSE"
"mgm4625267","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",3015034,108559,23838,42282,9702,1.49,594,254436017,2365876,107544,26707,42636,9902,1473,583,361180414,313993529,1729992,0,327310138,"FALSE"
"mgm4625269","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",7089936,103075,14908,51037,11377,1074,552,583395081,5881606,99.19,18963,50685,11508,1093,561,850011851,925874419,5144427,17,730796876,"FALSE"
"mgm4625270","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",6599041,107477,23828,50852,11757,1098,616,592847507,5640522,105105,26096,50614,11854,1113,628,847269172,905258188,4986823,40,709242485,"FALSE"
"mgm4625271","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",9737469,109001,24852,54125,9156,908,385,846752698,7937561,106677,27463,54048,9238,912,381,1203976791,1289167840,7082310,40,1061393387,"FALSE"
"mgm4625272","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",5225063,108613,23567,57934,10806,804,446,435391702,4183794,104066,27002,57577,10938,818,457,624267502,669883837,3693756,14,567511926,"FALSE"
"mgm4625273","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",5104388,103425,14.96,57903,11177,817,512,405519056,4108318,98707,19622,57566,11334,833,532,591846138,656764132,3653557,1,527920357,"FALSE"
"mgm4625274","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",1831797,106523,20735,48187,12504,1249,0.74,158496978,1531304,103505,23803,47749,12578,1275,0.75,227750603,239426866,1326473,4,195129261,"FALSE"
"mgm4625275","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",2775211,107506,22915,46831,13185,1346,821,237567486,2274009,104471,25.58,46.33,13248,1377,833,340292188,354227018,1955933,9,298351132,"FALSE"
"mgm4625276","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",1994072,101926,10.99,47.16,13324,1.33,812,167113341,1705919,97961,15681,46604,13331,1363,824,244571959,263528375,1471637,1,203248548,"FALSE"
"mgm4625277","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",5437607,106605,21233,42025,8667,1482,533,379692555,3590943,105736,25836,42.27,9088,1476,549,542017745,482883188,2662034,0,579675239,"FALSE"
"mgm4625278","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",6433464,108192,22703,56959,11155,848,519,549082764,5245395,104679,25894,56624,11324,864,532,785902889,844782742,4656264,1,696046607,"FALSE"
"mgm4625279","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",4771193,102159,11689,54634,9807,897,402,392970881,4006687,98079,16358,54525,9866,903,409,574839010,640598862,3568721,5,487421281,"FALSE"
"mgm4625280","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",4256776,104279,17585,43737,12039,1452,642,349046206,3420144,102056,20854,44151,12.17,1433,645,504063942,442130940,2453603,6,443892211,"FALSE"
"mgm4625282","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",5433319,105155,18994,40154,8131,1592,529,375777587,3585706,104799,23303,40505,8607,1579,548,538105824,502643928,2774605,2,571338241,"FALSE"
"mgm4625283","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",7977863,108033,25086,41179,10098,1572,629,535608566,4945235,108308,29235,42625,10661,1494,637,758081320,632184056,3471331,3,861871040,"FALSE"
"mgm4625284","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",5489255,108.04,25244,43894,9117,1.38,532,510654089,4806580,106241,26527,43724,9054,1388,521,727254217,439243882,2434862,0,593060332,"FALSE"
"mgm4625285","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",5891661,108014,22592,55145,10264,888,435,506939568,4854438,104428,25702,54911,10361,898,438,726269797,785108833,4328097,19,636382076,"FALSE"
"mgm4625286","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",5710995,108441,24911,43337,9085,1411,525,553935944,5188288,106767,26356,43156,8991,1.42,0.52,787703942,465190291,2579229,0,619303771,"FALSE"
"mgm4625287","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",5408894,107155,22625,46808,13799,1373,883,464885610,4454180,104371,25115,46321,13848,1404,892,665883563,700396086,3864948,20,579592594,"FALSE"
"mgm4625288","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",5364250,102.5,14772,56554,9.32,823,358,434023537,4427250,98035,18926,56427,9353,829,364,634647340,705525136,3928521,1,549834405,"FALSE"
"mgm4625289","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",7017737,107.54,24877,42891,9146,1.44,544,649771600,6168923,105.33,26379,42683,9059,1451,542,928017824,539102599,2991093,0,754685832,"FALSE"
"mgm4625290","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",2792504,103391,16125,44256,10099,1382,591,249598301,2482537,100542,18801,44081,10078,1393,582,362099012,261197770,1455332,1,288718506,"FALSE"
"mgm4625291","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",4783714,107193,22776,42662,9097,1454,547,442317791,4236252,104413,24957,42459,9026,1465,548,633739885,366270064,2034981,0,512779629,"FALSE"
"mgm4625292","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",6702245,106631,22891,42751,8875,1442,524,621197180,5961476,104202,24697,42.57,8808,1452,523,890522336,520261573,2890450,0,714668309,"FALSE"
"mgm4625293","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",6353797,109354,24475,58562,9939,768,386,538026420,5108757,105315,27667,58382,10027,776,392,768278099,826457083,4548472,17,694810457,"FALSE"
"mgm4625294","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",7257922,109088,24392,44136,9207,1366,513,693129404,6472481,107089,26298,43884,9095,1379,511,985189878,597788133,3311343,0,791754007,"FALSE"
"mgm4625295","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",10381614,109501,27088,53602,9651,935,415,863136404,8038096,107381,29225,53511,9739,941,0.42,1224568139,1292212369,7087139,30,1136799812,"FALSE"
"mgm4625296","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",5729974,109822,28184,46238,9708,1263,509,534206552,4947947,107965,29283,45973,9609,1275,509,756024959,475607036,2631340,0,629279169,"FALSE"
"mgm4625297","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",7899518,106848,22335,49994,11867,1136,0.62,709115322,6801954,104252,24856,49.84,11911,1146,626,1016300804,1086736014,5993729,25,844050780,"FALSE"
"mgm4625298","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",5382223,107519,22491,43067,8898,1423,519,512068394,4869583,105157,24.46,42884,8843,1433,517,732194805,434994935,2414491,0,578693307,"FALSE"
"mgm4625299","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",7262435,108369,27263,44105,9081,1366,508,675324835,6334003,106619,28307,43889,8986,1377,506,959316696,569594029,3158029,0,787022233,"FALSE"
"mgm4625300","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",5863739,106517,21111,43165,9361,1428,547,547806200,5247986,104384,23202,43.05,9292,1434,545,785392373,503705814,2794792,0,624585982,"FALSE"
"mgm4625302","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",6705330,108376,23.5,53247,9.39,944,397,599090277,5672211,105618,26286,53123,9415,0.95,402,855164138,920865291,5068926,44,726695520,"FALSE"
"mgm4625303","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",6647517,106501,27299,46022,9651,1273,511,593593534,5653248,105,28033,45753,9539,1286,508,847131132,534749495,2967269,0,707969112,"FALSE"
"mgm4625304","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",6189645,105875,20893,52147,10854,1015,512,536393538,5229607,102569,23.76,51946,10961,1026,512,772890487,832548705,4602612,15,655329460,"FALSE"
"mgm4625305","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",6269200,107.66,23195,43549,9064,1398,523,581688358,5542694,104947,25326,43343,8.99,1409,521,832124847,498395854,2766070,0,674942906,"FALSE"
"mgm4625306","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",4588794,107.81,23275,43124,9091,1424,534,429531607,4088577,105057,25412,42922,9022,1435,531,614255353,361650735,2008028,0,494719523,"FALSE"
"mgm4625307","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",5319767,101761,11059,49887,11.34,1126,577,443781954,4540808,97732,15685,49668,11.41,1139,587,649896954,711920794,3967537,25,541346516,"FALSE"
"mgm4625308","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",5958816,104804,18379,41316,8756,1529,546,434191533,4185881,103728,22344,41791,9188,1509,0.56,623769447,550127205,3043246,0,624510191,"FALSE"
"mgm4625309","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",3940462,101649,9956,57336,10299,817,438,307223601,3174604,96775,15675,57.05,10435,0.83,453,451368817,505199132,2820572,2,400545661,"FALSE"
"mgm4625310","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",4679109,101.62,10552,51746,9633,1006,425,384309689,3950571,97.28,15495,51515,9635,1016,432,563658568,571526616,3190146,1,475491362,"FALSE"
"mgm4625311","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",6872056,107794,23646,51325,10455,1039,481,622530474,5902109,105476,25967,51186,10503,1047,487,888652993,951676897,5240482,37,740764801,"FALSE"
"mgm4625312","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",5271570,104151,28145,45008,12302,1381,624,422318350,4012314,105256,28752,45347,12499,1368,626,602162859,572458458,3151918,31,549039584,"FALSE"
"mgm4625313","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",5896124,104496,18021,41085,8926,1549,568,434141246,4206634,103204,21793,41665,9284,1.52,574,624537638,547673222,3031649,0,616122029,"FALSE"
"mgm4625314","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",5507964,107258,21869,49375,11.36,1142,546,447673051,4302735,104044,24876,48729,11207,1171,549,642224462,442835278,2455502,0,590774671,"FALSE"
"mgm4625315","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",5583484,107674,22648,43758,10827,1423,595,435731086,4081343,106762,26375,44.25,11146,1404,604,620173542,568572159,3130371,2,601194018,"FALSE"
"mgm4625316","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",5348518,106954,21483,60336,10.05,719,399,427849288,4156063,102946,25291,59984,10152,733,415,615554045,671879350,3713494,7,572047502,"FALSE"
"mgm4625317","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",8137056,104176,25905,45185,9638,1318,528,736949011,7117254,103544,26078,44899,9506,1332,524,1057020353,658510944,3659080,5,847682771,"FALSE"
"mgm4625318","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",5345073,104738,18411,41.49,9.19,1527,561,402394824,3892971,103364,22077,42107,9482,1496,566,578744494,504796174,2794840,0,559834325,"FALSE"
"mgm4625319","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",6400260,106843,27062,43726,10.05,1409,569,535982491,5013993,106897,28523,43926,10084,1399,567,760911481,597006159,3290584,3,683821289,"FALSE"
"mgm4625320","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",6511817,108481,25975,41795,9309,1512,0.58,506787293,4650804,108968,28681,42.35,9647,1485,0.58,715561798,589783914,3238272,5,706408747,"FALSE"
"mgm4625321","manfreda",44.51,11.35,"NA","mgp13081","newlacto","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",4396243,105592,19163,50536,13573,1165,769,373699279,3654317,102262,22405,50121,13671,1188,771,539167170,577270582,3195807,6,464209452,"FALSE"
"mgm4625350","chong",4.84,100.64,"NA","mgp13099","mining of new genes and pathways from soil of mangrove forest-2","illumina","marine","free-living","sediment","mangrove_sediment",86636124,178665,57861,52805,11.59,1007,569,14400099956,83813914,171.81,40032,52.84,11639,1007,572,15583769941,13305718208,78373804,1174,15478844314,"FALSE"
"mgm4625757","galand",42.48,3.13,"NA","mgp13145","wine1","illumina","marine","host-associated","plant-associated","wood_fall",76238314,79351,12299,37745,8256,1778,904,4962522783,61945810,80111,11084,37406,7714,1802,0.74,7649741659,5448227335,31701594,1,6049553594,"FALSE"
"mgm4625759","galand",42.48,3.13,"NA","mgp13145","wine1","illumina","marine","host-associated","plant-associated","wood_fall",75830118,79481,13995,37726,8222,1774,871,4985960472,61803955,80674,12405,37382,7666,1799,703,7665295387,5485010663,31884652,0,6027062434,"FALSE"
"mgm4625760","galand",42.48,3.13,"NA","mgp13145","wine1","illumina","marine","host-associated","plant-associated","wood_fall",90894876,81574,16.77,38232,8.07,1725,804,6067046955,73250289,82826,15881,37869,7462,1.75,633,9236598992,6569764858,38060244,0,7414685630,"FALSE"
"mgm4625761","galand",42.48,3.13,"NA","mgp13145","wine1","illumina","marine","host-associated","plant-associated","wood_fall",90278778,79,10318,38027,8148,1753,876,5691007983,71748273,79319,9431,37653,7645,1778,705,8805349629,6366654872,37081481,0,7131987456,"FALSE"
"mgm4625762","galand",42.48,3.13,"NA","mgp13145","wine1","illumina","marine","host-associated","plant-associated","wood_fall",67244315,79169,11794,38039,8175,1747,838,4305840403,53953559,79806,10673,37678,7626,1772,677,6646591361,4806585434,27982574,0,5323654448,"FALSE"
"mgm4625763","galand",42.48,3.13,"NA","mgp13145","wine1","illumina","marine","host-associated","plant-associated","wood_fall",85537261,79206,11056,38814,8457,1.7,853,5296313880,66454281,79699,10.28,38339,7996,1732,687,8180084225,6397601959,37237470,4,6775072197,"FALSE"
"mgm4625764","galand",42.48,3.13,"NA","mgp13145","wine1","illumina","marine","host-associated","plant-associated","wood_fall",97921389,79083,9261,38389,8126,1722,838,6027900880,76173899,79133,8881,37.98,7648,1749,0.67,9335080454,6967511852,40589209,2,7743961754,"FALSE"
"mgm4625765","galand",42.48,3.13,"NA","mgp13145","wine1","illumina","marine","host-associated","plant-associated","wood_fall",95643922,79209,10.45,39677,8681,1645,0.85,5257559820,65981798,79682,10.35,38698,8.28,1714,712,8120794234,6532900821,38020658,0,7575822965,"FALSE"
"mgm4625766","galand",42.48,3.13,"NA","mgp13145","wine1","illumina","marine","host-associated","plant-associated","wood_fall",88694907,79099,12005,39603,9043,1657,0.86,5248974316,65591130,80026,11016,38564,8287,1723,0.7,8094227553,6314223202,36729036,1,7015714922,"FALSE"
"mgm4625855","bell",45.68,-73.44,"NA","mgp13154","isolvsindig","illumina","terrestrial","free-living","soil","grassland",7584499,236322,34522,65364,6269,547,183,1665677415,7457271,223363,48797,65.35,6338,547,184,2012964091,1603721966,7453033,548,1792387478,"FALSE"
"mgm4625856","bell",45.68,-73.44,"NA","mgp13154","isolvsindig","illumina","terrestrial","free-living","soil","grassland",8034402,233527,33908,66657,5494,512,152,1742767814,7894301,220763,47854,66636,5586,513,155,2110145454,1675546893,7820713,510,1876251010,"FALSE"
"mgm4626019","tang",24,106,"NA","mgp13161","kueisantao sediment","illumina","marine","free-living","sediment","coastal_marine_sediment",3563577,294955,20678,41461,10756,1579,678,958847021,3473481,276048,46472,41538,10818,1577,685,1147035640,828591241,3560198,55,1051093152,"FALSE"
"mgm4626020","tang",24,106,"NA","mgp13161","kueisantao sediment","illumina","marine","free-living","sediment","coastal_marine_sediment",3563577,294005,21783,41968,11482,1564,0.7,780768809,3399776,229653,56218,41555,11078,1583,702,963245338,741771419,3344940,39,1047710784,"FALSE"
"mgm4626102","delforno",-22,-47.93,"NA","mgp13174","anaerobic reactors","illumina","freshwater","free-living","wastewater","sewage",20915859,192917,105194,52.74,11552,988,536,2927906230,16165287,181123,94792,52731,11.02,999,519,3631482143,2930580134,14423934,162,4035026295,"FALSE"
"mgm4626132","bell",45.68,-73.44,"NA","mgp13154","isolvsindig","illumina","terrestrial","free-living","soil","grassland",9521307,232289,34.1,65957,6584,534,191,2063914712,9365747,220368,47074,65.93,6661,535,193,2499690598,2000805022,9330980,550,2211693541,"FALSE"
"mgm4626133","bell",45.68,-73.44,"NA","mgp13154","isolvsindig","illumina","terrestrial","free-living","soil","grassland",8054077,235197,33917,64347,6523,573,199,1764722083,7920849,222795,47948,64323,6.6,574,201,2133571013,1695284986,7883129,1023,1894297276,"FALSE"
"mgm4626134","bell",45.68,-73.44,"NA","mgp13154","isolvsindig","illumina","terrestrial","free-living","soil","grassland",8038689,229.33,36149,64729,5.87,559,164,1723544716,7909500,217908,47544,64707,5948,0.56,166,2091215278,1682897597,7870325,356,1843515599,"FALSE"
"mgm4626135","bell",45.68,-73.44,"NA","mgp13154","isolvsindig","illumina","terrestrial","free-living","soil","grassland",10257340,220.89,38101,68.23,5665,478,157,2110106832,10081336,209308,47567,68205,5.75,479,159,2577320738,2118939754,10045817,654,2265745719,"FALSE"
"mgm4626136","bell",45.68,-73.44,"NA","mgp13154","isolvsindig","illumina","terrestrial","free-living","soil","grassland",9069615,224806,38011,68164,5574,479,153,1899856362,8915904,213086,48238,68142,5661,0.48,155,2313596811,1882688252,8878626,593,2038907926,"FALSE"
"mgm4626137","bell",45.68,-73.44,"NA","mgp13154","isolvsindig","illumina","terrestrial","free-living","soil","grassland",10756113,215563,37626,67171,5324,499,134,2181047386,10582443,206101,45247,67148,5399,0.5,136,2670866991,2194325008,10422894,539,2318619150,"FALSE"
"mgm4626138","bell",45.68,-73.44,"NA","mgp13154","isolvsindig","illumina","terrestrial","free-living","soil","grassland",7230891,235444,33501,63.47,8615,617,326,1581340491,7109077,222.44,48.09,63434,8692,619,329,1912361764,1506205016,7009030,374,1702467699,"FALSE"
"mgm4626139","bell",45.68,-73.44,"NA","mgp13154","isolvsindig","illumina","terrestrial","free-living","soil","grassland",7505498,234941,35338,62276,9.49,661,388,1647223633,7389371,222918,48248,62238,9562,663,394,1991259277,1554775736,7237153,453,1763351463,"FALSE"
"mgm4626208","farias",-24.54,-68.21,"NA","mgp13192","socompa metagenome","illumina","freshwater","free-living","freshwater","lake",391949,954441,2204.47,52.5,10043,986,441,363081899,377196,962582,2196.68,52447,10069,989,443,379855705,189389973,604077,363,374092121,"FALSE"
"mgm4626287","zhu",22.11,112.77,"NA","mgp13205","acid sulfate soil metagenome","illumina","terrestrial","free-living","soil","agricultural_soil",38541906,100,38,64058,8942,599,311,3847857171,38478571,100,38,64081,8913,598,307,2102077302,2521338337,16260322,2125,3854190671,"FALSE"
"mgm4626288","zhu",22.11,112.77,"NA","mgp13205","acid sulfate soil metagenome","illumina","terrestrial","free-living","soil","agricultural_soil",47973899,100,23,59045,10.29,758,402,4791166127,47911659,100,23,59066,10272,757,399,1378291864,1629519232,10557854,75,4797390127,"FALSE"
"mgm4626319","delforno",-22,-47.93,"NA","mgp13174","anaerobic reactors","illumina","freshwater","free-living","wastewater","sewage",49177686,247527,53259,62506,8323,631,279,3628055615,17196193,210.98,81183,61192,7889,669,281,"NA","NA","NA","NA",12172782592,"FALSE"
"mgm4626322","bell",45.68,-73.44,"NA","mgp13154","isolvsindig","illumina","terrestrial","free-living","soil","grassland",10295352,225.89,35546,67429,5425,495,149,2172983122,10115964,214807,46517,67408,5514,495,151,2642768590,2147955349,10115158,623,2325615329,"FALSE"
"mgm4626323","bell",45.68,-73.44,"NA","mgp13154","isolvsindig","illumina","terrestrial","free-living","soil","grassland",9320516,223821,36055,66163,6764,532,211,1953820148,9164032,213205,46165,66136,6839,533,214,2379128343,1936942352,9152182,636,2086123634,"FALSE"
"mgm4626325","bell",45.68,-73.44,"NA","mgp13154","isolvsindig","illumina","terrestrial","free-living","soil","grassland",9002467,230559,33771,66.72,5089,509,131,1934188894,8846919,218629,46713,66699,5185,509,134,2345574737,1871704016,8755091,556,2075596630,"FALSE"
"mgm4626327","bell",45.68,-73.44,"NA","mgp13154","isolvsindig","illumina","terrestrial","free-living","soil","grassland",7168268,232806,34881,64266,5599,569,156,1567227626,7067376,221755,46781,64248,5675,0.57,159,1896204435,1514676254,7053431,263,1668816265,"FALSE"
"mgm4626328","bell",45.68,-73.44,"NA","mgp13154","isolvsindig","illumina","terrestrial","free-living","soil","grassland",9015838,229892,36802,67033,5095,501,0.13,1933975227,8870336,218027,48289,67013,5.19,502,133,2346310761,1878287999,8792120,587,2072665418,"FALSE"
"mgm4626489","cano",32.88,-117.24,"NA","mgp13223","peruvianfemalemummy","illumina","terrestrial","host-associated","human_host-associated","human-gut",16537474,99277,7136,57112,13.18,868,578,225285273,2239968,100575,1051,45999,15673,1414,802,338172414,327331434,1774512,235,1641790869,"FALSE"
"mgm4626731","delforno",-22,-47.93,"NA","mgp13174","anaerobic reactors","illumina","freshwater","free-living","wastewater","sewage",53344262,249064,78054,59078,11842,772,0.45,6252311460,28397849,220168,90972,60352,11432,737,442,"NA","NA","NA","NA",13286112862,"FALSE"
"mgm4626732","delforno",-22,-47.93,"NA","mgp13174","anaerobic reactors","illumina","freshwater","free-living","wastewater","sewage",44615361,255.08,76738,55168,10817,0.89,0.44,7029625097,32784190,214421,89.31,55384,10664,886,434,"NA","NA","NA","NA",11380466181,"FALSE"
"mgm4626733","delforno",-22,-47.93,"NA","mgp13174","anaerobic reactors","illumina","freshwater","free-living","wastewater","sewage",52826969,233699,78127,55523,11163,888,483,3777670505,17730468,213061,91682,53155,11724,997,0.55,"NA","NA","NA","NA",12345618525,"FALSE"
"mgm4627134","taketani",-23.9,-45.25,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",282269,249615,100883,47021,10753,1253,613,31226674,207878,150216,74976,47416,11002,1239,0.6,35799575,28840361,167780,2,70458518,"FALSE"
"mgm4627135","taketani",-23.9,-45.25,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",159201,257569,92712,47677,10646,1217,584,19883547,123359,161184,78307,47882,10932,1214,588,22619234,18123484,104113,0,41005228,"FALSE"
"mgm4627136","taketani",-23.9,-45.25,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",186820,246262,85,49243,11029,1154,599,25110060,151818,165396,74481,49402,11236,1153,608,28487572,22927735,130970,2,46006657,"FALSE"
"mgm4627137","taketani",-23.9,-45.25,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",2638060,222029,80596,51026,11361,1076,564,338233217,2116849,159781,67.83,51063,11607,1.08,571,385136838,315577316,1815119,28,585726154,"FALSE"
"mgm4627138","taketani",-23.9,-45.25,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",192027,243971,85.37,50587,11345,1102,614,23629122,148615,158996,75114,50864,11474,1093,0.61,26920055,21961238,126430,0,46849044,"FALSE"
"mgm4627140","taketani",-23.9,-45.25,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",296152,255942,90.65,51469,12066,1079,635,38452614,230571,166771,79273,51741,12116,1069,624,43587273,34998383,198882,3,75797693,"FALSE"
"mgm4627141","taketani",-23.9,-45.25,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",568510,257.63,96887,49604,11264,1137,576,72219777,445716,162031,76.69,49817,11542,1135,585,82112267,65564505,375724,4,146465419,"FALSE"
"mgm4627142","taketani",-23.9,-46.06,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",516903,259.51,69416,46159,10566,1293,589,86504148,441175,196077,75215,46156,10802,1302,0.62,96549202,73206354,400229,16,134141271,"FALSE"
"mgm4627143","taketani",-23.9,-46.06,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",46113,217124,78045,52082,11848,1041,577,6132314,37510,163485,66983,52131,11987,1042,572,6965633,5711460,32957,0,10012242,"FALSE"
"mgm4627144","taketani",-23.9,-46.06,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",152219,240973,83693,48915,11938,1188,632,20941626,123685,169314,73479,49025,12.11,1189,645,23701928,18728817,106724,2,36680742,"FALSE"
