"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem","Realm.","Biome","Functional.group","file_size_in_bytes","total_reads","GC_content","read_mean_lenght","total_base_pairs","read_size_std","maximum_read_size","minimum_read_size"
"mgm4658539","oil spill","soil","soil",NA,"Contd0","Metagenomics of PAH bioremediation in soil","metagenome","WGS","north america","Mexico","19.402222",-98.048333,"terrestrial biome","mgp11296","free-living","contaminated_soil","terrestrial","soil","Terrestrial","Intensive land-use ","Urban and industrial ecossystems",443026885,1753235,0.573264030745633,200.783313702955,352020333,91.928712356286,494,50
"mgm4658540","oil spill","soil","soil",NA,"Contd30","Metagenomics of PAH bioremediation in soil","metagenome","WGS","north america","Mexico","19.402222",-98.048333,"terrestrial biome","mgp11296","free-living","contaminated_soil","terrestrial","soil","Terrestrial","Intensive land-use ","Urban and industrial ecossystems",481968144,1920441,0.579364807057893,199.160180916779,382475377,89.8812650937296,494,50
"mgm4664850","area of mixed forest","surface soil","soil","soil","OSBS.119.21.M.19.1.20131112.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","29.68644",-81.98301,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests",3080392771,13802025,0.614415452444184,164.573279355747,2271444516,13.7424792341136,190,50
"mgm4664851","area of mixed forest","surface soil","soil","soil","SCBI.003.xx.M.xx.x.20140915.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","38.883305",-78.120382,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests",2306470331,10109908,0.606083940389087,169.441436064502,1713037330,12.9225111450784,190,50
"mgm4664852","area of evergreen forest","surface soil","soil","soil","OSBS.048.xx.M.xx.x.20130726.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","29.679299",-81.946352,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests",2132126395,9200775,0.599375522450557,172.952312930161,1591295317,11.8349076746918,190,50
"mgm4664856","area of mixed forest","surface soil","soil","soil","OSBS.119.xx.M.xx.x.20130726.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","29.686609",-81.983,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests",1361877603,5888742,0.60916726012619,172.47088138689,1015636523,12.5641316308928,190,50
"mgm4664860","area of deciduous forest","surface soil","soil","soil","TALL.001.xx.M.xx.x.20140708.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","32.977667",-87.432716,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests",1627538036,7179322,0.60450305416035,168.016897138755,1206247406,13.3796787228783,190,50
"mgm4664861","area of mixed forest","surface soil","soil","soil","OSBS.119.39.M.5.35.20130726.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","29.68674",-81.98316,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests",3387723531,15157101,0.610853069127685,164.898848599082,2499388503,13.319800214747,190,50
"mgm4664864","area of evergreen forest","surface soil","soil","soil","OSBS.022.xx.M.xx.x.20140917.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","29.689482",-81.960693,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests",2544948142,11726288,0.603802641902207,158.511555148569,1858752147,13.0895547984188,190,50
"mgm4664865","area of pastureland or hayfields","surface soil","soil","soil","DSNY.201.23.M.24.9.20131114.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","28.04385",-81.3936,"terrestrial biome","mgp13948","free-living","pasture_soil","terrestrial","soil","Terrestrial","Intensive land use ","Sown pastures and fields",2175061349,9645817,0.613412465198539,166.861897753192,1609519330,12.4950889204197,190,50
"mgm4664867","area of pastureland or hayfields","surface soil","soil","soil","SCBI.006.xx.M.xx.x.20140915.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","38.897609",-78.152007,"terrestrial biome","mgp13948","free-living","pasture_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests",936479230,4077780,0.616658173501265,170.919033640854,696970217,12.8998031861222,190,50
"mgm4664870","area of pastureland or hayfields","surface soil","soil","soil","DSNY.201.39.M.6.30.20130731.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","28.04404",-81.39378,"terrestrial biome","mgp13948","free-living","pasture_soil","terrestrial","soil","Terrestrial","Intensive land-use ","Sown pastures and fields",2603482826,11243671,0.615501527338106,172.779711981967,1942678237,11.318347565803,190,50
"mgm4664874","area of evergreen forest","surface soil","soil","soil","TALL.006.xx.M.xx.x.20140707.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","32.898843",-87.446128,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests",2460983566,11064290,0.602370445749926,163.833819341322,1812704889,13.4116285917233,190,50
"mgm4664877","area of evergreen forest","surface soil","soil","soil","OSBS.047.xx.M.xx.x.20130726.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","29.677642",-82.024148,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests",1937289648,8487203,0.581583188210704,169.549205433168,1438998525,12.9425441976417,190,50
"mgm4664879","area of deciduous forest","surface soil","soil","soil","TALL.001.xx.O.xx.x.20140708.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","32.977667",-87.432716,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests",2993164884,13540701,0.592950207214829,162.461639762964,2199844488,13.8907478606087,190,50
"mgm4664882","area of mixed forest","surface soil","soil","soil","OSBS.087.xx.M.xx.x.20130726.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","29.684073",-81.959108,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests",2744775821,11922142,0.597267852088876,171.472707672833,2044321970,12.3148497490526,190,50
"mgm4664884","area of mixed forest","surface soil","soil","soil","OSBS.119.xx.M.xx.x.20131112.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","29.686609",-81.983,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests",1468967783,6329346,0.614992710905106,173.294997619027,1096844000,11.5876570322927,190,50
"mgm4664886","area of evergreen forest","surface soil","soil","soil","OSBS.047.xx.M.xx.x.20131112.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","29.677642",-82.024148,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests",2162751348,9824579,0.605096536946562,161.596111446608,1587613763,12.5503775292834,190,50
"mgm4664887","area of evergreen forest","surface soil","soil","soil","OSBS.048.xx.M.xx.x.20140314.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","29.679299",-81.946352,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests",3081565975,13752327,0.599451031890289,165.440980570052,2275198464,13.7616827441535,190,50
"mgm4664894","area of evergreen forest","surface soil","soil","soil","TALL.004.xx.M.xx.x.20140708.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","32.957884",-87.432613,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests",3527360678,15845008,0.599980580774666,164.002482800892,2598620652,14.0190760950692,190,50
"mgm4664895","area of deciduous forest","surface soil","soil","soil","TALL.001.xx.O.xx.x.20140516.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","32.977667",-87.432716,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests",2598184868,11387818,0.590981082926825,169.475742763012,1929958914,11.9524912854094,190,50
"mgm4664896","area of mixed forest","surface soil","soil","soil","SCBI.002.xx.M.xx.x.20140915.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","38.895212",-78.142701,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests",2550767597,11081021,0.607655782666564,171.436779065756,1899694549,12.0998700668353,190,50
"mgm4664897","area of pastureland or hayfields","surface soil","soil","soil","DSNY.265.xx.M.xx.x.20130731.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","28.052638",-81.393374,"terrestrial biome","mgp13948","free-living","pasture_soil","terrestrial","soil","Terrestrial","Intensive land use ","Sown pastures and fields",2451422424,10601253,0.597379730230852,172.464503582737,1828339836,12.0983397893163,190,50
"mgm4664900","area of evergreen forest","surface soil","soil","soil","OSBS.047.23.M.30.7.20131112.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","29.67753",-82.02404,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests",2245060763,9941588,0.60137653670147,167.179434512877,1662029060,13.0329203719774,190,50
"mgm4664905","area of evergreen forest","surface soil","soil","soil","TALL.004.21.M.24.15.20140708.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","32.95784",-87.43257,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests",1415076637,6165623,0.600975336880533,170.766282336757,1052880518,12.9127382140197,190,50
"mgm4664906","area of deciduous forest","surface soil","soil","soil","TALL.001.xx.M.xx.x.20140516.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","32.977667",-87.432716,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests",1342534401,5812000,0.603633799294453,172.220300240881,1000944385,12.3535059645543,190,50
"mgm4664907","area of pastureland or hayfields","surface soil","soil","soil","SCBI.012.xx.M.xx.x.20140915.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","38.889095",-78.168896,"terrestrial biome","mgp13948","free-living","pasture_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests",2264350802,9946156,0.617916966884319,168.964514129881,1680547416,12.8325418587128,190,50
"mgm4664908","area of woody wetland","surface soil","soil","soil","OSBS.001.xx.M.xx.x.20140917.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","29.702914",-82.008881,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests",2198143754,9675121,0.614385189167134,168.527197334276,1630521026,12.4762426718161,190,50
"mgm4664910","area of pastureland or hayfields","surface soil","soil","soil","DSNY.265.39.M.1.21.20130731.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","28.05265",-81.39357,"terrestrial biome","mgp13948","free-living","pasture_soil","terrestrial","soil","Terrestrial","Intensive land use ","Sown pastures and fields",2792402637,12335444,0.603575483298763,167.710727072329,2068786282,12.6533129778017,190,50
"mgm4664912","area of pastureland or hayfields","surface soil","soil","soil","DSNY.101.39.M.9.26.20130731.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","28.07317",-81.42867,"terrestrial biome","mgp13948","free-living","pasture_soil","terrestrial","soil","Terrestrial","Intensive land use ","Sown pastures and fields",2207191049,9583141,0.639783232068475,171.555139697934,1644037093,12.2439365942185,190,50
"mgm4664913","area of mixed forest","surface soil","soil","soil","OSBS.087.xx.M.xx.x.20140314.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","29.684073",-81.959108,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests",2405229504,10737132,0.607446706808228,165.375079956175,1775654063,13.9742943814409,190,50
"mgm4664914","area of evergreen forest","surface soil","soil","soil","OSBS.048.39.M.9.22.20130726.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","29.67932",-81.94647,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests",3438133664,15168769,0.60123034428081,168.002176775189,2548386211,12.3733058814411,190,50
"mgm4664915","area of pastureland or hayfields","surface soil","soil","soil","DSNY.293.39.M.16.35.20130731.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","28.07191",-81.42066,"terrestrial biome","mgp13948","free-living","pasture_soil","terrestrial","soil","Terrestrial","Intensive land use ","Sown pastures and fields",2554597437,11685636,0.605512659059101,160.043124824357,1870205701,15.0408642386424,190,50
"mgm4664918","area of pastureland or hayfields","surface soil","soil","soil","DSNY.101.xx.M.xx.x.20131114.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","28.073118",-81.428559,"terrestrial biome","mgp13948","free-living","pasture_soil","terrestrial","soil","Terrestrial","Intensive land use ","Sown pastures and fields",15800058462,70637493,0.606263605410107,165.05726526846,11659231420,13.5249349432447,190,50
"mgm4664920","area of evergreen forest","surface soil","soil","soil","OSBS.047.39.M.9.26.20130726.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","29.6777",-82.02426,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests",3306955083,14627748,0.605309047882619,167.390952865745,2448552676,13.8614452451419,190,50
"mgm4664922","area of pastureland or hayfields","surface soil","soil","soil","DSNY.293.xx.M.xx.x.20130731.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","28.071776",-81.42062,"terrestrial biome","mgp13948","free-living","pasture_soil","terrestrial","soil","Terrestrial","Intensive land-use ","Sown pastures and fields",2334360380,10489677,0.607963267011808,163.956581885219,1719851586,12.8773842281414,190,50
"mgm4664923","area of mixed forest","surface soil","soil","soil","TALL.002.39.O.10.34.20140708.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","32.92228",-87.429,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests",1430831574,6448590,0.618697776386586,163.297868681371,1053041003,13.647796112739,190,50
"mgm4664925","area of pastureland or hayfields","surface soil","soil","soil","DSNY.201.xx.M.xx.x.20131114.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","28.043948",-81.393638,"terrestrial biome","mgp13948","free-living","pasture_soil","terrestrial","soil","Terrestrial","Intensive land use ","Sown pastures and fields",5860309330,26326135,0.605535589111846,163.994198426772,4317333407,14.2090571729978,190,50
"mgm4664926","area of pastureland or hayfields","surface soil","soil","soil","DSNY.101.23.M.35.7.20131114.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","28.0730",-81.42841,"terrestrial biome","mgp13948","free-living","pasture_soil","terrestrial","soil","Terrestrial","Intensive land use ","Sown pastures and fields",2097416690,9563180,0.60793627329163,160.763051934608,1537406003,13.7409264643113,190,50
"mgm4664929","area of mixed forest","surface soil","soil","soil","TALL.002.xx.M.xx.x.20140708.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","32.922158",-87.428893,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests",2336184623,10505487,0.606099436843099,163.789097259366,1720684232,13.1137888963358,190,50
"mgm4664930","area of evergreen forest","surface soil","soil","soil","TALL.006.xx.O.xx.x.20140707.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA","32.898843",-87.446128,"terrestrial biome","mgp13948","free-living","forest_soil","terrestrial","soil","Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests",2991233813,13645735,0.596574426697789,160.646821369461,2192143953,13.8860639839089,190,50
"mgm4665263","habitat","beef","host-associated",NA,"P1Liq20TSWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1899561364,8983608,0.455124896601075,167.474721960264,1504527252,49.4678126250034,294,50
"mgm4665264","habitat","beef","host-associated",NA,"P2Solid20DCWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1737878018,8417712,0.507065371297491,162.410291062464,1367123056,48.024089159095,294,50
"mgm4665265","habitat","beef","host-associated",NA,"P2Liq12TSWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1536055804,7422655,0.483993739491813,162.880877799116,1209008562,48.4112158964757,294,50
"mgm4665266","habitat","beef","host-associated",NA,"P1Solid11SWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1991027412,9526201,0.48838279336211,164.931158811367,1571167370,48.0519452200251,294,50
"mgm4665267","habitat","beef","host-associated",NA,"P3Solid24TSWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1639999348,8049979,0.506290384126732,159.627852196882,1285000858,47.0760825058691,294,50
"mgm4665270","habitat","beef","host-associated",NA,"P1Liq39CWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1691001250,8259150,0.478544770391128,160.616604129965,1326556626,46.2533406345725,294,50
"mgm4665271","habitat","beef","host-associated",NA,"P2Liq20CWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1482913150,7289937,0.50182588833701,159.31255962843,1161378523,45.9523687081523,294,50
"mgm4665272","habitat","beef","host-associated",NA,"P2Liq39SWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1751494381,8254545,0.417538068696755,168.287570423324,1389137323,50.4809395199167,294,50
"mgm4665273","habitat","beef","host-associated",NA,"P1Solid24CWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1577013367,7568572,0.509546140264854,164.207138810333,1242813553,47.4070222747448,294,50
"mgm4665276","habitat","beef","host-associated",NA,"P1Solid28TSWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1754842981,8472079,0.487888492966432,162.986847856353,1380837451,46.7908859944299,294,50
"mgm4665277","habitat","beef","host-associated",NA,"P3Liq24TSWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1689467594,8207388,0.506396142297613,161.72334474744,1327326239,47.1432190515226,294,50
"mgm4665278","habitat","beef","host-associated",NA,"P1Liq28TSWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1490004038,7275133,0.483433805056294,160.61474257584,1168493614,45.1255125000247,294,50
"mgm4665279","habitat","beef","host-associated",NA,"P3Liq201SWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1966603050,9307363,0.437311297698812,167.340868084763,1557502204,50.1358692000136,294,50
"mgm4665280","habitat","beef","host-associated",NA,"P2Solid28SWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1641576578,8102156,0.489480459005537,158.484008083774,1284062157,45.6244596398045,294,50
"mgm4665281","habitat","beef","host-associated",NA,"P2Liq28CWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1648282090,7901384,0.496412501830421,164.527499106486,1299994949,48.1919074480941,294,50
"mgm4665282","habitat","beef","host-associated",NA,"P1Solid20TSWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1722773788,8578314,0.462772678377161,156.6177810698,1343516504,41.63899770076,294,50
"mgm4665283","habitat","beef","host-associated",NA,"P3Solid11CWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1676463739,8331533,0.504743569119113,157.114664612143,1309006013,45.8801336565473,294,50
"mgm4665284","habitat","beef","host-associated",NA,"P2Solid12TSWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1846891290,8749100,0.469876578652554,167.189184487547,1462754894,49.7575347023294,294,50
"mgm4665285","habitat","beef","host-associated",NA,"P3Liq11CWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1382073008,6898547,0.502489480641966,156.201808728708,1077565519,44.8207314619062,294,50
"mgm4665286","habitat","beef","host-associated",NA,"P2Liq24SWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1376565389,6571745,0.498889801890844,165.397150528513,1086947897,49.0393622362622,294,50
"mgm4665287","habitat","beef","host-associated",NA,"P3Solid281SWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1477543628,7173773,0.493987246887107,162.316306356502,1164420336,54.9067849811846,294,50
"mgm4665288","habitat","beef","host-associated",NA,"P3Solid12CWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1867321906,9140967,0.478696258320637,160.236011135365,1464712090,48.1209929207991,294,50
"mgm4665289","habitat","beef","host-associated",NA,"P3Solid20SWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1719410762,8469706,0.460524856762161,158.938859625116,1346165413,46.7579733569549,294,50
"mgm4665291","habitat","beef","host-associated",NA,"P3Liq39TSWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1804056184,8598876,0.454330820685106,165.771754703754,1425450763,48.6871804808788,294,50
"mgm4665292","habitat","beef","host-associated",NA,"P3Solid39TSWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1752640022,8643162,0.46522446144515,158.697104369905,1371644782,46.4867652127203,294,50
"mgm4665293","habitat","beef","host-associated",NA,"P3Liq28SWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1390366025,6726151,0.506458604219009,162.602449751723,1093688630,47.3374096776278,294,50
"mgm4665294","habitat","beef","host-associated",NA,"P3Liq12CWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1743824537,8708921,0.482050342582656,156.090833870235,1359382741,44.0969277413871,294,50
"mgm4665295","habitat","beef","host-associated",NA,"P2Liq11TSWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1367818837,6697546,0.496985230232335,160.124657449161,1072442259,46.7388432499666,294,50
"mgm4665296","habitat","beef","host-associated",NA,"P1Liq12SWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1705127638,8405028,0.483974919654742,158.681426284362,1333721831,43.9482764109226,294,50
"mgm4665297","habitat","beef","host-associated",NA,"P1Liq24CWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1563216584,7572230,0.509047183475573,162.312253061516,1229065712,47.4577870525464,294,50
"mgm4665298","habitat","beef","host-associated",NA,"P1Liq11SWDGS","Sorghum_cattle","metagenome","WGS",NA,"USA","35.190525",-102.063912,"terrestrial biome","mgp15058","host-associated","beef","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",1591820771,7837252,0.4873408858688,158.9061345737,1245387421,43.6412741122237,294,50
"mgm4667018","stony desert","soil","soil",NA,"MGM3.use","Antarctic Ecotone, Mackay Glacier, All Samples","metagenome","WGS","antarctica","Antarctica","-76.160767",162.01583,"terrestrial biome","mgp15251","free-living","desert_soil","terrestrial","soil","Terrestrial","Polar/alpine (cryogenic)","Polar/alpine cliffs, screes, outcrops and lava flows",1277758202,3987340,0.464003158809677,275.872293308321,1099996630,101.653148383177,482,50
